   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      江油,         -,     10:52,         -,         -,         -,         -,               -,              -
  2,      青莲,     11:02,     11:07,      05分,        10,         0,       8/-,           -/-/-,            -/-
  3,      绵阳,     11:21,     11:25,      04分,        29,         0,      16/-,           -/-/-,            -/-
  4,      德阳,     11:45,     11:47,      02分,        53,         0,      34/-,           -/-/-,            -/-
  5,    成都东,     12:14,     12:27,      13分,        82,         0,      61/-,           -/-/-,            -/-
  6,  双流机场,     12:43,     12:45,      02分,       111,         0,      69/-,           -/-/-,            -/-
  7,    双流西,     12:52,     12:54,      02分,       120,         0,      71/-,           -/-/-,            -/-
  8,    新津南,     13:06,     13:08,      02分,       134,         0,      81/-,           -/-/-,            -/-
  9,    眉山东,     13:23,     13:25,      02分,       151,         0,      94/-,           -/-/-,            -/-
 10,      青神,     13:39,     13:41,      02分,       167,         0,     104/-,           -/-/-,            -/-
 11,      乐山,     13:55,     13:55,      00分,       183,         0,     115/-,           -/-/-,            -/-
