   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      武昌,         -,     09:25,         -,         -,         -,         -,               -,              -
  2,    南湖东,     09:37,     09:39,      02分,        12,         0,       5/-,           -/-/-,            -/-
  3,    汤逊湖,     09:44,     09:46,      02分,        19,         0,       6/-,           -/-/-,            -/-
  4,      庙山,     09:51,     09:53,      02分,        26,         0,       8/-,           -/-/-,            -/-
  5,      普安,     09:56,     09:58,      02分,        31,         0,       8/-,           -/-/-,            -/-
  6,    纸坊东,     10:04,     10:06,      02分,        39,         0,      10/-,           -/-/-,            -/-
  7,  乌龙泉南,     10:12,     10:14,      02分,        47,         0,      14/-,           -/-/-,            -/-
  8,  土地堂东,     10:19,     10:21,      02分,        54,         0,      15/-,           -/-/-,            -/-
  9,    山坡东,     10:28,     10:30,      02分,        63,         0,      20/-,           -/-/-,            -/-
 10,  贺胜桥东,     10:37,     10:39,      02分,        72,         0,      22/-,           -/-/-,            -/-
 11,  横沟桥东,     10:45,     10:47,      02分,        80,         0,      26/-,           -/-/-,            -/-
 12,    咸宁东,     10:53,     10:55,      02分,        88,         0,      29/-,           -/-/-,            -/-
 13,    咸宁南,     11:02,     11:02,      00分,        97,         0,      30/-,           -/-/-,            -/-
