   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     12:20,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     12:25,     12:26,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     12:30,     12:31,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     12:36,     12:37,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     12:45,     12:46,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     12:50,     12:51,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     12:56,     12:57,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     13:00,     13:01,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     13:05,     13:06,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     13:13,     13:13,      00分,        53,         0,       -/-,           -/-/-,            -/-
