   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      肇庆,         -,     14:26,         -,         -,         -,         -,               -,              -
  2,      端州,     14:32,     14:33,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    鼎湖山,     14:39,     14:40,      01分,        13,         0,       -/-,           -/-/-,            -/-
  4,    鼎湖东,     14:45,     14:46,      01分,        19,         0,       -/-,           -/-/-,            -/-
  5,      四会,     14:53,     14:54,      01分,        27,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     14:58,     14:59,      01分,        32,         0,       -/-,           -/-/-,            -/-
  7,    云东海,     15:03,     15:04,      01分,        37,         0,       -/-,           -/-/-,            -/-
  8,    三水北,     15:11,     15:12,      01分,        45,         0,       -/-,           -/-/-,            -/-
  9,    狮山北,     15:17,     15:18,      01分,        51,         0,       -/-,           -/-/-,            -/-
 10,      狮山,     15:22,     15:23,      01分,        56,         0,       0/-,           -/-/-,            -/-
 11,      广州,     15:52,     15:52,      00分,        86,         0,       -/-,           -/-/-,            -/-
