   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      肇庆,         -,     07:20,         -,         -,         -,         -,               -,              -
  2,      端州,     07:26,     07:27,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    鼎湖山,     07:33,     07:34,      01分,        13,         0,       -/-,           -/-/-,            -/-
  4,    鼎湖东,     07:39,     07:40,      01分,        19,         0,       -/-,           -/-/-,            -/-
  5,      四会,     07:47,     07:48,      01分,        27,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     07:52,     07:53,      01分,        32,         0,       -/-,           -/-/-,            -/-
  7,    云东海,     07:57,     07:58,      01分,        37,         0,       -/-,           -/-/-,            -/-
  8,    三水北,     08:05,     08:06,      01分,        45,         0,       -/-,           -/-/-,            -/-
  9,    狮山北,     08:11,     08:12,      01分,        51,         0,       -/-,           -/-/-,            -/-
 10,      狮山,     08:16,     08:17,      01分,        56,         0,       0/-,           -/-/-,            -/-
 11,      广州,     08:47,     08:47,      00分,        87,         0,       -/-,           -/-/-,            -/-
