   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     13:10,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     13:15,     13:16,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     13:20,     13:21,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     13:26,     13:27,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     13:35,     13:36,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     13:40,     13:41,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     13:46,     13:47,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     13:50,     13:51,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     13:55,     13:56,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     14:03,     14:03,      00分,        53,         0,       -/-,           -/-/-,            -/-
