   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     12:06,         -,         -,         -,         -,               -,              -
  2,      狮山,     12:33,     12:34,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     12:37,     12:38,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     12:42,     12:43,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     12:51,     12:52,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     12:56,     12:57,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     13:02,     13:03,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     13:10,     13:11,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     13:16,     13:17,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     13:22,     13:23,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     13:30,     13:30,      00分,        84,         0,       -/-,           -/-/-,            -/-
