   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     13:16,         -,         -,         -,         -,               -,              -
  2,      狮山,     13:43,     13:44,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     13:47,     13:48,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     13:52,     13:53,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     14:01,     14:02,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     14:06,     14:07,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     14:12,     14:13,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     14:20,     14:21,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     14:26,     14:27,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     14:32,     14:33,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     14:40,     14:40,      00分,        84,         0,       -/-,           -/-/-,            -/-
