   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     07:20,         -,         -,         -,         -,               -,              -
  2,      狮山,     07:47,     07:48,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     07:51,     07:52,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     07:56,     07:57,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     08:05,     08:06,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     08:10,     08:11,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     08:16,     08:17,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     08:24,     08:25,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     08:30,     08:31,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     08:36,     08:37,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     08:44,     08:44,      00分,        84,         0,       -/-,           -/-/-,            -/-
