   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      乐山,         -,     14:15,         -,         -,         -,         -,               -,              -
  2,      青神,     14:29,     14:32,      03分,        14,         0,      11/-,           -/-/-,            -/-
  3,    眉山东,     14:44,     14:47,      03分,        29,         0,      21/-,           -/-/-,            -/-
  4,    新津南,     15:02,     15:04,      02分,        47,         0,      34/-,           -/-/-,            -/-
  5,  双流机场,     15:18,     15:20,      02分,        63,         0,      46/-,           -/-/-,            -/-
  6,    成都南,     15:30,     15:32,      02分,        75,         0,      51/-,           -/-/-,            -/-
  7,    成都东,     15:42,     15:52,      10分,        87,         0,      54/-,           -/-/-,            -/-
  8,      德阳,     16:19,     16:22,      03分,       124,         0,      80/-,           -/-/-,            -/-
  9,      绵阳,     16:42,     16:45,      03分,       147,         0,      99/-,           -/-/-,            -/-
 10,      江油,     17:04,     17:04,      00分,       169,         0,     115/-,           -/-/-,            -/-
