   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    小金口,         -,     15:40,         -,         -,         -,         -,               -,              -
  2,      云山,     15:46,     15:47,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    西湖东,     15:51,     15:52,      01分,        11,         0,       -/-,           -/-/-,            -/-
  4,      龙丰,     15:55,     15:56,      01分,        15,         0,       -/-,           -/-/-,            -/-
  5,      惠环,     16:01,     16:02,      01分,        21,         0,       -/-,           -/-/-,            -/-
  6,      仲恺,     16:06,     16:07,      01分,        26,         0,       -/-,           -/-/-,            -/-
  7,    沥林北,     16:15,     16:16,      01分,        35,         0,       -/-,           -/-/-,            -/-
  8,      银瓶,     16:21,     16:22,      01分,        41,         0,       -/-,           -/-/-,            -/-
  9,  樟木头东,     16:26,     16:27,      01分,        46,         0,       -/-,           -/-/-,            -/-
 10,    常平东,     16:33,     16:33,      00分,        53,         0,       -/-,           -/-/-,            -/-
