   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     06:50,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     06:55,     06:56,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     07:00,     07:01,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     07:06,     07:07,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     07:15,     07:16,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     07:20,     07:21,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     07:26,     07:27,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     07:30,     07:31,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     07:35,     07:36,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     07:43,     07:43,      00分,        53,         0,       -/-,           -/-/-,            -/-
