   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     17:40,         -,         -,         -,         -,               -,              -
  2,      狮山,     18:07,     18:08,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     18:11,     18:12,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     18:16,     18:17,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     18:25,     18:26,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     18:30,     18:31,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     18:36,     18:37,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     18:44,     18:45,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     18:50,     18:51,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     18:56,     18:57,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     19:04,     19:04,      00分,        84,         0,       -/-,           -/-/-,            -/-
