   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    峨眉山,         -,     09:12,         -,         -,         -,         -,               -,              -
  2,      乐山,     09:27,     09:30,      03分,        15,         0,      11/-,           -/-/-,            -/-
  3,      青神,     09:44,     09:46,      02分,        32,         0,      22/-,           -/-/-,            -/-
  4,    眉山东,     09:58,     10:01,      03分,        46,         0,      32/-,           -/-/-,            -/-
  5,      新津,     10:20,     10:22,      02分,        68,         0,      50/-,           -/-/-,            -/-
  6,  双流机场,     10:32,     10:34,      02分,        80,         0,      56/-,           -/-/-,            -/-
  7,    成都东,     10:50,     11:01,      11分,        98,         0,      65/-,           -/-/-,            -/-
  8,      德阳,     11:28,     11:32,      04分,       136,         0,      91/-,           -/-/-,            -/-
  9,      绵阳,     11:53,     11:56,      03分,       161,         0,     110/-,           -/-/-,            -/-
 10,      江油,     12:16,     12:16,      00分,       184,         0,     126/-,           -/-/-,            -/-
