   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     09:17,         -,         -,         -,         -,               -,              -
  2,      狮山,     09:44,     09:45,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     09:48,     09:49,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     09:53,     09:54,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     10:02,     10:03,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     10:07,     10:08,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     10:13,     10:14,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     10:21,     10:22,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     10:27,     10:28,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     10:33,     10:34,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     10:41,     10:41,      00分,        84,         0,       -/-,           -/-/-,            -/-
