   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     19:10,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     19:15,     19:16,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     19:20,     19:21,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     19:26,     19:27,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     19:35,     19:36,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     19:40,     19:41,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     19:46,     19:47,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     19:50,     19:51,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     19:55,     19:56,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     20:03,     20:03,      00分,        53,         0,       -/-,           -/-/-,            -/-
