   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    小金口,         -,     10:30,         -,         -,         -,         -,               -,              -
  2,      云山,     10:36,     10:37,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    西湖东,     10:41,     10:42,      01分,        11,         0,       -/-,           -/-/-,            -/-
  4,      龙丰,     10:45,     10:46,      01分,        15,         0,       -/-,           -/-/-,            -/-
  5,      惠环,     10:51,     10:52,      01分,        21,         0,       -/-,           -/-/-,            -/-
  6,      仲恺,     10:56,     10:57,      01分,        26,         0,       -/-,           -/-/-,            -/-
  7,    沥林北,     11:05,     11:06,      01分,        35,         0,       -/-,           -/-/-,            -/-
  8,      银瓶,     11:11,     11:12,      01分,        41,         0,       -/-,           -/-/-,            -/-
  9,  樟木头东,     11:16,     11:17,      01分,        46,         0,       -/-,           -/-/-,            -/-
 10,    常平东,     11:23,     11:23,      00分,        53,         0,       -/-,           -/-/-,            -/-
