   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     18:25,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     18:30,     18:31,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     18:35,     18:36,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     18:41,     18:42,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     18:50,     18:51,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     18:55,     18:56,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     19:01,     19:02,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     19:05,     19:06,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     19:10,     19:11,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     19:18,     19:18,      00分,        53,         0,       -/-,           -/-/-,            -/-
