   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    小金口,         -,     06:30,         -,         -,         -,         -,               -,              -
  2,      云山,     06:36,     06:37,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    西湖东,     06:41,     06:42,      01分,        11,         0,       -/-,           -/-/-,            -/-
  4,      龙丰,     06:45,     06:46,      01分,        15,         0,       -/-,           -/-/-,            -/-
  5,      惠环,     06:51,     06:52,      01分,        21,         0,       -/-,           -/-/-,            -/-
  6,      仲恺,     06:56,     06:57,      01分,        26,         0,       -/-,           -/-/-,            -/-
  7,    沥林北,     07:05,     07:06,      01分,        35,         0,       -/-,           -/-/-,            -/-
  8,      银瓶,     07:11,     07:12,      01分,        41,         0,       -/-,           -/-/-,            -/-
  9,  樟木头东,     07:16,     07:17,      01分,        46,         0,       -/-,           -/-/-,            -/-
 10,    常平东,     07:23,     07:23,      00分,        53,         0,       -/-,           -/-/-,            -/-
