   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      汉口,         -,     06:13,         -,         -,         -,         -,               -,              -
  2,      武昌,     06:31,     06:36,      05分,        18,         0,     5.5/-,           -/-/-,            -/-
  3,    南湖东,     06:48,     06:50,      02分,        35,         0,      11/-,           -/-/-,            -/-
  4,    汤逊湖,     06:55,     06:57,      02分,        42,         0,      12/-,           -/-/-,            -/-
  5,      庙山,     07:02,     07:04,      02分,        49,         0,      14/-,           -/-/-,            -/-
  6,      普安,     07:07,     07:09,      02分,        54,         0,      14/-,           -/-/-,            -/-
  7,    纸坊东,     07:15,     07:17,      02分,        62,         0,      16/-,           -/-/-,            -/-
  8,  乌龙泉南,     07:23,     07:25,      02分,        70,         0,      20/-,           -/-/-,            -/-
  9,  土地堂东,     07:30,     07:32,      02分,        77,         0,      21/-,           -/-/-,            -/-
 10,    山坡东,     07:39,     07:41,      02分,        86,         0,      26/-,           -/-/-,            -/-
 11,  贺胜桥东,     07:48,     07:50,      02分,        95,         0,      28/-,           -/-/-,            -/-
 12,  横沟桥东,     07:56,     07:58,      02分,       103,         0,      32/-,           -/-/-,            -/-
 13,    咸宁东,     08:04,     08:06,      02分,       111,         0,      35/-,           -/-/-,            -/-
 14,    咸宁南,     08:13,     08:13,      00分,       120,         0,      36/-,           -/-/-,            -/-
