   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    小金口,         -,     16:40,         -,         -,         -,         -,               -,              -
  2,      云山,     16:46,     16:47,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    西湖东,     16:51,     16:52,      01分,        11,         0,       -/-,           -/-/-,            -/-
  4,      龙丰,     16:55,     16:56,      01分,        15,         0,       -/-,           -/-/-,            -/-
  5,      惠环,     17:01,     17:02,      01分,        21,         0,       -/-,           -/-/-,            -/-
  6,      仲恺,     17:06,     17:07,      01分,        26,         0,       -/-,           -/-/-,            -/-
  7,    沥林北,     17:15,     17:16,      01分,        35,         0,       -/-,           -/-/-,            -/-
  8,      银瓶,     17:21,     17:22,      01分,        41,         0,       -/-,           -/-/-,            -/-
  9,  樟木头东,     17:26,     17:27,      01分,        46,         0,       -/-,           -/-/-,            -/-
 10,    常平东,     17:33,     17:33,      00分,        53,         0,       -/-,           -/-/-,            -/-
