   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      肇庆,         -,     13:00,         -,         -,         -,         -,               -,              -
  2,      端州,     13:06,     13:07,      01分,         6,         0,       -/-,           -/-/-,            -/-
  3,    鼎湖山,     13:13,     13:14,      01分,        13,         0,       -/-,           -/-/-,            -/-
  4,    鼎湖东,     13:19,     13:20,      01分,        19,         0,       -/-,           -/-/-,            -/-
  5,      四会,     13:27,     13:28,      01分,        27,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     13:32,     13:33,      01分,        32,         0,       -/-,           -/-/-,            -/-
  7,    云东海,     13:37,     13:38,      01分,        37,         0,       -/-,           -/-/-,            -/-
  8,    三水北,     13:45,     13:46,      01分,        45,         0,       -/-,           -/-/-,            -/-
  9,    狮山北,     13:51,     13:52,      01分,        51,         0,       -/-,           -/-/-,            -/-
 10,      狮山,     13:56,     13:57,      01分,        56,         0,       0/-,           -/-/-,            -/-
 11,      广州,     14:26,     14:26,      00分,        86,         0,       -/-,           -/-/-,            -/-
