   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    咸宁南,         -,     15:00,         -,         -,         -,         -,               -,              -
  2,    咸宁东,     15:05,     15:07,      02分,         5,         0,       5/-,           -/-/-,            -/-
  3,  横沟桥东,     15:13,     15:15,      02分,        13,         0,       5/-,           -/-/-,            -/-
  4,  贺胜桥东,     15:21,     15:23,      02分,        21,         0,       8/-,           -/-/-,            -/-
  5,    山坡东,     15:29,     15:31,      02分,        29,         0,      11/-,           -/-/-,            -/-
  6,  土地堂东,     15:39,     15:41,      02分,        39,         0,      15/-,           -/-/-,            -/-
  7,  乌龙泉南,     15:45,     15:47,      02分,        45,         0,      17/-,           -/-/-,            -/-
  8,    纸坊东,     15:54,     15:56,      02分,        54,         0,      20/-,           -/-/-,            -/-
  9,      普安,     16:02,     16:04,      02分,        62,         0,      22/-,           -/-/-,            -/-
 10,      庙山,     16:07,     16:09,      02分,        67,         0,      23/-,           -/-/-,            -/-
 11,    汤逊湖,     16:14,     16:16,      02分,        74,         0,      25/-,           -/-/-,            -/-
 12,    南湖东,     16:21,     16:23,      02分,        81,         0,      25/-,           -/-/-,            -/-
 13,      武昌,     16:37,     16:37,      00分,        97,         0,      30/-,           -/-/-,            -/-
