   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    常平东,         -,     11:40,         -,         -,         -,         -,               -,              -
  2,  樟木头东,     11:45,     11:46,      01分,         5,         0,       -/-,           -/-/-,            -/-
  3,      银瓶,     11:50,     11:51,      01分,        10,         0,       -/-,           -/-/-,            -/-
  4,    沥林北,     11:56,     11:57,      01分,        16,         0,       -/-,           -/-/-,            -/-
  5,      仲恺,     12:05,     12:06,      01分,        25,         0,       -/-,           -/-/-,            -/-
  6,      惠环,     12:10,     12:11,      01分,        30,         0,       -/-,           -/-/-,            -/-
  7,      龙丰,     12:16,     12:17,      01分,        36,         0,       -/-,           -/-/-,            -/-
  8,    西湖东,     12:20,     12:21,      01分,        40,         0,       -/-,           -/-/-,            -/-
  9,      云山,     12:25,     12:26,      01分,        45,         0,       -/-,           -/-/-,            -/-
 10,    小金口,     12:33,     12:33,      00分,        53,         0,       -/-,           -/-/-,            -/-
