   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     14:44,         -,         -,         -,         -,               -,              -
  2,      狮山,     15:11,     15:12,      01分,        27,         0,       0/-,           -/-/-,            -/-
  3,    狮山北,     15:15,     15:16,      01分,        31,         0,       -/-,           -/-/-,            -/-
  4,    三水北,     15:20,     15:21,      01分,        36,         0,       -/-,           -/-/-,            -/-
  5,    云东海,     15:29,     15:30,      01分,        45,         0,       -/-,           -/-/-,            -/-
  6,      大旺,     15:34,     15:35,      01分,        50,         0,       -/-,           -/-/-,            -/-
  7,      四会,     15:40,     15:41,      01分,        56,         0,       -/-,           -/-/-,            -/-
  8,    鼎湖东,     15:48,     15:49,      01分,        64,         0,       -/-,           -/-/-,            -/-
  9,    鼎湖山,     15:54,     15:55,      01分,        70,         0,       -/-,           -/-/-,            -/-
 10,      端州,     16:00,     16:01,      01分,        76,         0,       -/-,           -/-/-,            -/-
 11,      肇庆,     16:08,     16:08,      00分,        84,         0,       -/-,           -/-/-,            -/-
