   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    峨眉山,         -,     10:32,         -,         -,         -,         -,               -,              -
  2,    眉山东,     11:04,     11:06,      02分,        32,         0,      32/-,           -/-/-,            -/-
  3,    彭山北,     11:16,     11:18,      02分,        44,         0,      38/-,           -/-/-,            -/-
  4,    新津南,     11:27,     11:29,      02分,        55,         0,      45/-,           -/-/-,            -/-
  5,      新津,     11:38,     11:40,      02分,        66,         0,      45/-,           -/-/-,            -/-
  6,    双流西,     11:48,     11:50,      02分,        76,         0,      54/-,           -/-/-,            -/-
  7,  双流机场,     11:57,     12:00,      03分,        85,         0,      56/-,           -/-/-,            -/-
  8,    成都南,     12:10,     12:13,      03分,        98,         0,      62/-,           -/-/-,            -/-
  9,    成都东,     12:23,     12:34,      11分,       111,         0,      65/-,           -/-/-,            -/-
 10,    新都东,     12:47,     12:49,      02分,       135,         0,      73/-,           -/-/-,            -/-
 11,    广汉北,     13:01,     13:03,      02分,       149,         0,      83/-,           -/-/-,            -/-
 12,      绵阳,     13:30,     13:32,      02分,       178,         0,     110/-,           -/-/-,            -/-
 13,      江油,     13:51,     13:51,      00分,       199,         0,     126/-,           -/-/-,            -/-
