   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      银川,         -,     07:26,         -,         -,         -,         -,               -,              -
  2,    银川南,     07:39,     07:41,      02分,        13,         0,       0/-,           -/-/-,            -/-
  3,      灵武,     08:43,     08:44,      01分,        77,         0,       3/-,           -/-/-,            -/-
  4,      宁东,     08:58,     08:59,      01分,        92,         0,       5/-,           -/-/-,            -/-
  5,    宁东南,     09:09,     09:11,      02分,       103,         0,       5/-,           -/-/-,            -/-
  6,      盐池,     10:17,     10:19,      02分,       171,         0,    10.5/-,           -/-/-,            -/-
  7,      定边,     10:40,     11:11,      31分,       194,         0,    12.5/-,           -/-/-,            -/-
  8,    太阳山,     12:44,     12:51,      07分,       318,         0,    18.5/-,           -/-/-,            -/-
  9,    红寺堡,     13:32,     13:35,      03分,       366,         0,    21.5/-,           -/-/-,            -/-
 10,    中宁东,     14:04,     14:10,      06分,       398,         0,    22.5/-,           -/-/-,            -/-
 11,    黄羊湾,     14:26,     14:32,      06分,       420,         0,       0/-,           -/-/-,            -/-
 12,    柳家庄,     14:43,     14:44,      01分,       437,         0,       0/-,           -/-/-,            -/-
 13,      中卫,     15:02,     15:02,      00分,       456,         0,    25.5/-,           -/-/-,            -/-
