   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      武威,         -,     09:15,         -,         -,         -,         -,               -,              -
  2,    武威南,     09:30,     09:44,      14分,        15,         0,       1/-,           -/-/-,            -/-
  3,    上腰墩,     09:57,     10:01,      04分,        42,         0,       1/-,           -/-/-,            -/-
  4,      园墩,     10:19,     10:48,      29分,        64,         0,       2/-,           -/-/-,            -/-
  5,    土门子,     11:01,     11:08,      07分,       106,         0,       2/-,           -/-/-,            -/-
  6,    黑冲滩,     11:37,     11:43,      06分,       142,         0,       3/-,           -/-/-,            -/-
  7,    石峡子,     11:56,     11:57,      01分,       161,         0,       4/-,           -/-/-,            -/-
  8,    庆阳山,     13:33,     13:34,      01分,       258,         0,     7.5/-,           -/-/-,            -/-
  9,    岳家井,     14:07,     14:08,      01分,       292,         0,     9.5/-,           -/-/-,            -/-
 10,      干塘,     14:40,     14:42,      02分,       325,         0,    11.5/-,           -/-/-,            -/-
 11,    沙坡头,     15:50,     15:51,      01分,       395,         0,    15.5/-,           -/-/-,            -/-
 12,      中卫,     16:18,     16:18,      00分,       423,         0,    16.5/-,           -/-/-,            -/-
