   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      龙井,         -,     12:18,         -,         -,         -,         -,               -,              -
  2,      和龙,     13:21,     13:29,      08分,        63,         0,       7/-,        53/56/60,        82.5/93
  3,    十里坪,     13:47,     13:52,      05分,        89,         0,       0/-,           0/0/0,            0/0
  4,    枕头峰,     14:13,     14:26,      13分,       115,         0,       0/-,           0/0/0,            0/0
  5,    荒沟西,     14:44,     14:46,      02分,       146,         0,       0/-,           0/0/0,            0/0
  6,    松江镇,     15:07,     15:09,      02分,       169,         0,    15.5/-,      61.5/64/70,       96.5/109
  7,      白河,     15:30,     15:35,      05分,       192,         0,    17.5/-,      63.5/66/72,       99.5/113
  8,    火炬沟,     15:40,     15:40,      00分,       202,         0,       0/-,           0/0/0,            0/0
  9,      二岔,     15:45,     15:45,      00分,       207,         0,       0/-,           0/0/0,            0/0
 10,    露水河,     16:16,     16:18,      02分,       238,         0,    22.5/-,      68.5/72/78,      107.5/122
 11,    砬子河,     16:32,     16:34,      02分,       254,         0,       0/-,           0/0/0,            0/0
 12,    影壁山,     16:40,     16:40,      00分,       262,         0,       0/-,           0/0/0,            0/0
 13,      泉阳,     17:10,     17:12,      02分,       292,         0,    26.5/-,      72.5/76/82,      112.5/127
 14,    板石河,     17:15,     17:15,      00分,       297,         0,       0/-,           0/0/0,            0/0
 15,    柳毛沟,     17:20,     17:20,      00分,       302,         0,       0/-,           0/0/0,            0/0
 16,    松江河,     17:48,     17:50,      02分,       330,         0,    30.5/-,      76.5/80/87,      119.5/135
 17,      小山,     18:00,     18:00,      00分,       342,         0,       0/-,           0/0/0,            0/0
 18,  黄泥崴子,     18:20,     18:20,      00分,       362,         0,       0/-,           0/0/0,            0/0
 19,    仙人桥,     18:37,     18:39,      02分,       379,         0,    31.5/-,      77.5/81/88,      122.5/138
 20,      氡泉,     18:49,     18:50,      01分,       391,         0,       0/-,           0/0/0,            0/0
 21,    松树镇,     19:16,     19:18,      02分,       418,         0,    33.5/-,      79.5/83/90,      125.5/142
 22,    青沟子,     19:22,     19:22,      00分,       424,         0,       0/-,           0/0/0,            0/0
 23,      大东,     20:14,     20:16,      02分,       476,         0,       0/-,           0/0/0,            0/0
 24,      江源,     20:47,     20:49,      02分,       509,         0,    39.5/-,      85.5/89/97,      137.5/155
 25,    白山市,     21:11,     21:19,      08分,       533,         0,    41.5/-,      87.5/91/99,      140.5/159
 26,      通化,     22:22,     22:22,      00分,       604,         0,    48.5/-,    99.5/104/113,      159.5/180
