   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      曹县,         -,     20:23,         -,         -,         -,         -,               -,              -
  2,      定陶,     20:40,     20:42,      02分,        17,         0,       7/-,        53/56/60,          78/88
  3,      菏泽,     20:59,     21:05,      06分,        36,         0,       9/-,        55/58/63,        81.5/92
  4,      巨野,     21:43,     21:50,      07分,        80,         0,    14.5/-,      60.5/63/69,       94.5/107
  5,      嘉祥,     22:07,     22:09,      02分,       104,         0,    18.5/-,      64.5/67/73,       99.5/113
  6,      济宁,     22:26,     22:29,      03分,       123,         0,    20.5/-,      66.5/70/76,      102.5/116
  7,      兖州,     22:58,     23:04,      06分,       155,         0,    25.5/-,      71.5/75/81,      110.5/125
  8,      曲阜,     23:41,     23:46,      05分,       198,         0,    29.5/-,      75.5/79/86,      115.5/131
  9,      泗水,     00:07,     00:09,      02分,       224,         0,    35.5/-,      81.5/85/92,      124.5/141
 10,      平邑,     00:35,     00:37,      02分,       252,         0,    38.5/-,      84.5/88/96,      130.5/147
 11,      临沂,     01:32,     01:35,      03分,       309,         0,    47.5/-,     93.5/98/106,      146.5/165
 12,      蓝村,     05:12,     05:18,      06分,       529,         0,      75/-,     141/147/160,        222/251
 13,      莱西,     06:00,     06:02,      02分,       577,         0,      82/-,     152/158/172,        240/271
 14,      海阳,     06:41,     06:43,      02分,       618,         0,      86/-,     159/166/180,        251/283
 15,      桃村,     06:58,     07:00,      02分,       635,         0,      90/-,     166/173/188,        262/296
 16,      烟台,     07:52,     07:52,      00分,       689,         0,      93/-,     172/178/195,        273/308
