   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      黑河,         -,     09:20,         -,         -,         -,         -,               -,              -
  2,      锦河,     09:38,     09:50,      12分,        18,         0,       3/-,           -/-/-,            -/-
  3,    西岗子,     10:19,     10:21,      02分,        59,         0,       5/-,           -/-/-,            -/-
  4,      潮水,     10:49,     10:51,      02分,        89,         0,       0/-,           -/-/-,            -/-
  5,      孙吴,     11:40,     11:50,      10分,       140,         0,    11.5/-,           -/-/-,            -/-
  6,      辰清,     12:40,     12:43,      03分,       200,         0,    17.5/-,           -/-/-,            -/-
  7,      襄河,     13:34,     13:36,      02分,       254,         0,    24.5/-,           -/-/-,            -/-
  8,      龙镇,     13:55,     13:58,      03分,       275,         0,    24.5/-,           -/-/-,            -/-
  9,  五大连池,     14:12,     14:16,      04分,       292,         0,    26.5/-,           -/-/-,            -/-
 10,  二龙山屯,     14:37,     14:39,      02分,       317,         0,    27.5/-,           -/-/-,            -/-
 11,      二井,     15:02,     15:04,      02分,       342,         0,       0/-,           -/-/-,            -/-
 12,      北安,     15:24,     15:36,      12分,       364,         0,    29.5/-,           -/-/-,            -/-
 13,      赵光,     16:01,     16:03,      02分,       401,         0,    32.5/-,           -/-/-,            -/-
 14,      李家,     16:20,     16:22,      02分,       420,         0,    33.5/-,           -/-/-,            -/-
 15,      通北,     16:40,     16:45,      05分,       440,         0,    34.5/-,           -/-/-,            -/-
 16,    扎音河,     17:09,     17:48,      39分,       469,         0,       0/-,           -/-/-,            -/-
 17,      海伦,     18:04,     18:07,      03分,       524,         0,    36.5/-,           -/-/-,            -/-
 18,    东边井,     18:18,     18:21,      03分,       538,         0,    37.5/-,           -/-/-,            -/-
 19,      绥棱,     18:38,     18:42,      04分,       558,         0,    39.5/-,           -/-/-,            -/-
 20,      绥化,     19:37,     19:45,      08分,       617,         0,      44/-,           -/-/-,            -/-
 21,    康金井,     20:31,     20:33,      02分,       671,         0,      48/-,           -/-/-,            -/-
 22,      呼兰,     20:52,     20:54,      02分,       692,         0,      51/-,           -/-/-,            -/-
 23,      滨江,     21:26,     21:26,      00分,       726,         0,      52/-,           -/-/-,            -/-
