   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    满洲里,         -,     10:36,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,扎赉诺尔西,     10:59,     11:02,       3分,        23,        23,       7/-,        53/58/61,         78/84
  3,    海拉尔,     12:56,     13:09,      13分,       140,       186,    25.5/-,  71.5/76.5/79.5,   110.5/116.5
  4,    牙克石,     14:15,     14:18,       3分,       219,       268,    36.5/-,  82.5/87.5/90.5,   127.5/133.5
  5,    免渡河,     14:45,     14:48,       3分,       249,       301,    40.5/-,  86.5/91.5/94.5,   134.5/140.5
  6,    乌奴耳,     15:21,     15:23,       2分,       285,       331,    44.5/-,  90.5/95.5/98.5,   140.5/146.5
  7,    西岭口,     15:43,     15:45,       2分,       307,       353,    45.5/-,  91.5/96.5/99.5,   143.5/149.5
  8,    兴安岭,     16:13,     16:14,       1分,       341,       371,    47.5/-, 93.5/98.5/101.5,   146.5/152.5
  9,    博克图,     16:44,     16:50,       6分,       372,       396,    48.5/-, 94.5/99.5/102.5,   149.5/155.5
 10,      巴林,     17:42,     17:45,       3分,       430,       457,    56.5/-,107.5/111.5/114.5,   167.5/174.5
 11,    扎兰屯,     18:36,     18:38,       2分,       480,       519,      63/-,     120/123/127,       188/195
 12,  成吉思汗,     19:05,     19:08,       3分,       509,       551,      69/-,     130/135/139,       205/214
 13,      龙江,     19:56,     19:58,       2分,       560,       612,      75/-,     141/145/150,       222/233
 14,    白山乡,     20:11,     20:13,       2分,       575,       621,      75/-,     141/145/150,       222/233
 15,  虎尔虎拉,     20:37,     20:39,       2分,       601,       642,      80/-,     147/153/158,       232/242
 16,  富拉尔基,     20:57,     20:59,       2分,       621,       651,      80/-,     147/153/158,       232/242
 17,  齐齐哈尔,     21:50,     22:12,      22分,       674,       693,      82/-,     152/157/163,       240/252
 18,      泰来,     23:51,     23:55,       4分,       795,       809,      93/-,     172/178/184,       273/285
 19,      镇赉,     00:35,     00:37,       2分,       843,       891,     101/-,     186/192/200,       298/311
 20,      白城,     01:04,     01:16,      12分,       872,       911,     105/-,     193/201/207,       310/323
 21,      洮南,     01:40,     01:42,       2分,       908,       943,     109/-,     200/208/215,       321/336
 22,      开通,     02:31,     02:33,       2分,       959,      1011,   113.5/-,207.5/215.5/222.5,   333.5/348.5
 23,    太平川,     03:10,     03:12,       2分,       998,      1060,   118.5/-,215.5/223.5/230.5,   343.5/360.5
 24,      通辽,     04:40,     04:55,      15分,      1084,      1181,   130.5/-,236.5/245.5/254.5,   380.5/397.5
 25,    甘旗卡,     05:48,     05:51,       3分,      1152,      1257,   138.5/-,250.5/261.5/270.5,   404.5/422.5
 26,      彰武,     06:38,     06:41,       3分,      1202,      1323,   143.5/-,260.5/269.5/279.5,   418.5/436.5
 27,    马三家,     08:32,     08:33,       1分,      1320,      1472,   156.5/-,283.5/294.5/304.5,   455.5/476.5
 28,      沈阳,     08:57,     09:13,      16分,      1345,      1497,   156.5/-,283.5/294.5/304.5,   455.5/476.5
 29,    苏家屯,     09:29,     09:31,       2分,      1377,      1513,   159.5/-,289.5/300.5/310.5,   467.5/488.5
 30,      本溪,     10:21,     10:29,       8分,      1428,      1537,   166.5/-,299.5/310.5/320.5,   481.5/504.5
 31,    通远堡,     11:36,     11:38,       2分,      1503,      1613,     169/-,     305/316/328,       492/514
 32,    刘家河,     11:53,     11:56,       3分,      1520,      1629,     174/-,     313/325/337,       506/528
 33,    凤凰城,     12:23,     12:28,       5分,      1550,      1670,     174/-,     313/325/337,       506/528
 34,      丹东,     13:48,         -,          ,      1632,      1774,     177/-,     319/331/343,       518/542
