   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      古莲,         -,     11:18,         -,         -,         -,         -,               -,              -
  2,      漠河,     11:44,     11:53,      09分,        26,         0,       1/-,        35/37/40,          51/58
  3,      图强,     12:21,     12:23,      02分,        63,         0,       0/-,           0/0/0,            0/0
  4,    阿木尔,     12:51,     12:59,      08分,        93,         0,       4/-,        38/40/43,        58.5/66
  5,      聂河,     13:54,     13:57,      03分,       156,         0,       0/-,           0/0/0,            0/0
  6,      盘古,     14:23,     14:25,      02分,       185,         0,       0/-,           0/0/0,            0/0
  7,    瓦拉干,     15:43,     16:02,      19分,       265,         0,    12.5/-,      46.5/49/53,        72.5/82
  8,      绣峰,     16:15,     16:17,      02分,       297,         0,       0/-,           0/0/0,            0/0
  9,      塔河,     16:41,     16:48,      07分,       323,         0,    15.5/-,      49.5/52/56,        76.5/87
 10,    塔尔根,     17:00,     17:02,      02分,       342,         0,       0/-,           0/0/0,            0/0
 11,      翠岗,     17:22,     17:25,      03分,       364,         0,       0/-,           0/0/0,            0/0
 12,      碧州,     17:37,     17:46,      09分,       379,         0,       0/-,           0/0/0,            0/0
 13,    大乌苏,     18:02,     18:35,      33分,       404,         0,       0/-,           0/0/0,            0/0
 14,      新林,     18:50,     18:53,      03分,       452,         0,    19.5/-,      53.5/56/61,        84.5/96
 15,      林海,     19:06,     19:14,      08分,       468,         0,    20.5/-,      54.5/57/62,        87.5/99
 16,      塔源,     19:29,     19:31,      02分,       491,         0,       0/-,           0/0/0,            0/0
 17,    太阳沟,     19:45,     19:47,      02分,       507,         0,       0/-,           0/0/0,            0/0
 18,      新天,     20:03,     20:05,      02分,       525,         0,       0/-,           0/0/0,            0/0
 19,      劲松,     20:20,     20:22,      02分,       542,         0,       0/-,           0/0/0,            0/0
 20,    大扬气,     20:30,     20:32,      02分,       552,         0,       0/-,           0/0/0,            0/0
 21,      古源,     20:43,     20:45,      02分,       565,         0,       0/-,           0/0/0,            0/0
 22,    小扬气,     20:58,     21:00,      02分,       580,         0,    26.5/-,      63.5/66/72,      103.5/117
 23,      翠峰,     21:21,     21:23,      02分,       603,         0,       0/-,           0/0/0,            0/0
 24,    松树林,     21:39,     21:41,      02分,       621,         0,       0/-,           0/0/0,            0/0
 25,  加格达奇,     21:58,     22:06,      08分,       640,         0,      29/-,        70/73/79,        115/130
 26,    朝阳村,     22:42,     22:43,      01分,       684,         0,       0/-,           0/0/0,            0/0
 27,    春亭阁,     23:19,     23:23,      04分,       721,         0,       0/-,           0/0/0,            0/0
 28,    大杨树,     23:33,     23:37,      04分,       735,         0,      34/-,        79/83/90,        131/148
 29,  大杨树东,     23:44,     23:50,      06分,       746,         0,       0/-,           0/0/0,            0/0
 30,      红彦,     00:23,     00:24,      01分,      -655,         0,      35/-,        82/86/93,        136/154
 31,      嫩江,     01:14,     01:22,      08分,      -604,         0,      38/-,       88/92/100,        146/165
 32,    恒地营,     02:57,     03:08,      11分,      -501,         0,       0/-,           0/0/0,            0/0
 33,      讷河,     03:19,     03:57,      38分,      -479,         0,      42/-,      96/100/109,        160/181
 34,      八方,     04:06,     04:08,      02分,      -432,         0,       0/-,           0/0/0,            0/0
 35,      光明,     04:24,     04:49,      25分,      -414,         0,       0/-,           0/0/0,            0/0
 36,      拉哈,     04:57,     05:00,      03分,      -381,         0,      44/-,     100/104/113,        167/189
 37,      团结,     05:10,     05:16,      06分,      -368,         0,      45/-,     103/107/117,        174/196
 38,    青水山,     05:24,     05:26,      02分,      -354,         0,       0/-,           0/0/0,            0/0
 39,    二道湾,     05:34,     05:35,      01分,      -344,         0,      45/-,     103/107/117,        174/196
 40,    小榆树,     05:47,     05:48,      01分,      -331,         0,       0/-,           0/0/0,            0/0
 41,      富裕,     06:00,     06:02,      02分,      -318,         0,      45/-,     103/107/117,        174/196
 42,      中和,     06:18,     06:20,      02分,      -300,         0,      47/-,     107/112/121,        181/204
 43,      塔哈,     06:34,     06:36,      02分,      -284,         0,      47/-,     107/112/121,        181/204
 44,      冯屯,     06:46,     06:48,      02分,      -272,         0,      49/-,     111/116/126,        188/212
 45,      高头,     06:58,     07:00,      02分,      -260,         0,       0/-,           0/0/0,            0/0
 46,  齐齐哈尔,     07:12,     07:12,      00分,      -246,         0,      49/-,     111/116/126,        188/212
