   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    秦皇岛,         -,     17:20,         -,         -,         -,         -,               -,              -
  2,    北戴河,     17:38,     17:41,      03分,        18,         0,       7/-,        53/56/60,          78/88
  3,      滦县,     18:45,     19:02,      17分,        85,         0,    13.5/-,      59.5/62/68,       90.5/102
  4,      唐山,     19:57,     20:06,      09分,       157,         0,    21.5/-,      67.5/71/77,      105.5/119
  5,      芦台,     20:34,     20:37,      03分,       194,         0,       0/-,           0/0/0,            0/0
  6,      天津,     21:52,     22:09,      17分,       272,         0,    38.5/-,      84.5/88/96,      130.5/147
  7,      北京,     23:48,     00:18,      30分,       388,         0,    54.5/-,   102.5/107/116,      158.5/179
  8,  张家口南,     03:43,     03:49,      06分,       623,         0,      75/-,     141/147/160,        222/251
  9,      阳高,     05:36,     05:38,      02分,       736,         0,      86/-,     159/166/180,        251/283
 10,      大同,     06:31,     06:31,      00分,       791,         0,      93/-,     172/179/195,        273/308
