   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     17:45,         -,         -,         -,         -,               -,              -
  2,    大灰厂,     18:30,     18:32,      02分,        45,         0,       2/-,           -/-/-,            -/-
  3,      上万,     18:42,     18:44,      02分,        57,         0,       2/-,           -/-/-,            -/-
  4,    南观村,     18:54,     18:56,      02分,        69,         0,       3/-,           -/-/-,            -/-
  5,      燕山,     19:02,     19:04,      02分,        77,         0,       3/-,           -/-/-,            -/-
  6,    良各庄,     19:12,     19:14,      02分,        87,         0,       3/-,           -/-/-,            -/-
  7,    孤山口,     19:27,     19:29,      02分,       102,         0,       4/-,           -/-/-,            -/-
  8,    云居寺,     19:37,     19:39,      02分,       112,         0,       4/-,           -/-/-,            -/-
  9,    三合庄,     19:49,     19:51,      02分,       124,         0,       5/-,           -/-/-,            -/-
 10,      十渡,     20:05,     20:07,      02分,       140,         0,     6.5/-,           -/-/-,            -/-
 11,      平峪,     20:15,     20:17,      02分,       150,         0,     6.5/-,           -/-/-,            -/-
 12,    野三坡,     20:29,     20:31,      02分,       164,         0,     6.5/-,           -/-/-,            -/-
 13,    百里峡,     20:44,     20:46,      02分,       179,         0,     7.5/-,           -/-/-,            -/-
 14,    福山口,     20:55,     20:57,      02分,       190,         0,     8.5/-,           -/-/-,            -/-
 15,      白涧,     21:07,     21:10,      03分,       202,         0,     8.5/-,           -/-/-,            -/-
 16,      板城,     21:18,     21:20,      02分,       213,         0,     8.5/-,           -/-/-,            -/-
 17,    南城司,     21:30,     21:32,      02分,       225,         0,     9.5/-,           -/-/-,            -/-
 18,    奇峰塔,     21:43,     21:45,      02分,       238,         0,     9.5/-,           -/-/-,            -/-
 19,    紫荆关,     21:57,     21:59,      02分,       252,         0,     9.5/-,           -/-/-,            -/-
 20,    大盘石,     22:11,     22:13,      02分,       266,         0,    10.5/-,           -/-/-,            -/-
 21,    塔崖驿,     22:23,     22:25,      02分,       278,         0,    11.5/-,           -/-/-,            -/-
 22,    王安镇,     22:35,     22:37,      02分,       290,         0,    11.5/-,           -/-/-,            -/-
 23,    浮图峪,     22:55,     22:57,      02分,       310,         0,    12.5/-,           -/-/-,            -/-
 24,      北屯,     23:09,     23:11,      02分,       324,         0,    12.5/-,           -/-/-,            -/-
 25,      涞源,     23:22,     23:26,      04分,       337,         0,    14.5/-,           -/-/-,            -/-
 26,    小西庄,     23:42,     23:44,      02分,       357,         0,    14.5/-,           -/-/-,            -/-
 27,      艾河,     00:01,     00:03,      02分,     -1064,         0,    15.5/-,           -/-/-,            -/-
 28,      招柏,     00:18,     00:20,      02分,       393,         0,    15.5/-,           -/-/-,            -/-
 29,    云彩岭,     00:29,     00:46,      17分,     -1036,         0,    16.5/-,           -/-/-,            -/-
 30,      大涧,     00:55,     00:55,      00分,       430,         0,    16.5/-,           -/-/-,            -/-
