   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      通辽,         -,     17:25,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    余粮堡,     17:50,     17:52,       2分,        25,        31,       7/-,        53/58/61,     79.5/85.5
  3,      东来,     18:12,     18:14,       2分,        47,        59,       9/-,        55/60/63,     84.5/90.5
  4,    八仙筒,     18:50,     18:52,       2分,        85,       111,    16.5/-,  62.5/67.5/70.5,    95.5/101.5
  5,      奈曼,     19:32,     19:34,       2分,       127,       165,    21.5/-,  67.5/72.5/75.5,   105.5/111.5
  6,      羊场,     20:21,     20:24,       3分,       176,       234,    32.5/-,  78.5/83.5/86.5,   120.5/126.5
  7,    四道湾,     20:51,     20:53,       2分,       206,       273,    36.5/-,  82.5/87.5/90.5,   127.5/133.5
  8,      赤峰,     21:52,     22:03,      11分,       267,       350,    45.5/-,  91.5/96.5/99.5,   143.5/149.5
  9,    红花沟,     22:34,     22:36,       2分,       309,       388,    48.5/-, 94.5/99.5/102.5,   149.5/155.5
 10,    纪家沟,     23:44,     23:46,       2分,       379,       466,      61/-,     115/118/122,       178/186
 11,    四合永,     00:23,     00:25,       2分,       418,       500,      63/-,     120/123/127,       188/195
 12,      隆化,     01:26,     01:34,       8分,       481,       562,      69/-,     130/135/139,       205/214
 13,    怀柔北,     04:46,     04:52,       6分,       681,       747,      90/-,     166/172/178,       262/273
 14,    北京北,     06:29,     06:48,      19分,       784,       835,      98/-,     180/186/194,       287/301
 15,      南口,     07:52,     08:03,      11分,       867,       875,     101/-,     186/192/200,       298/311
 16,      康庄,     09:10,     09:24,      14分,       945,       905,     105/-,     193/201/207,       310/323
 17,      宣化,     10:38,     10:41,       3分,      1033,       990,   113.5/-,207.5/215.5/222.5,   333.5/348.5
 18,  张家口南,     11:09,     11:24,      15分,      1064,      1015,   113.5/-,207.5/215.5/222.5,   333.5/348.5
 19,    柴沟堡,     12:03,     12:06,       3分,      1118,      1059,   118.5/-,215.5/223.5/230.5,   343.5/360.5
 20,      天镇,     12:52,     12:55,       3分,      1167,      1107,   124.5/-,227.5/235.5/244.5,   364.5/381.5
 21,      阳高,     13:21,     13:24,       3分,      1196,      1136,   124.5/-,227.5/235.5/244.5,   364.5/381.5
 22,      大同,     14:17,     14:29,      12分,      1252,      1193,   130.5/-,236.5/245.5/254.5,   380.5/397.5
 23,      丰镇,     15:06,     15:28,      22分,      1301,      1238,   134.5/-,243.5/252.5/261.5,   391.5/409.5
 24,    集宁南,     16:31,     16:37,       6分,      1386,      1320,   143.5/-,260.5/269.5/279.5,   418.5/436.5
 25,呼和浩特东,     17:59,     18:10,      11分,      1474,      1470,   156.5/-,283.5/294.5/304.5,   455.5/476.5
 26,  呼和浩特,     18:26,         -,          ,      1501,      1478,   156.5/-,283.5/294.5/304.5,   455.5/476.5
