   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    佳木斯,         -,     16:08,         -,         -,         -,         -,               -,              -
  2,    四马架,     16:34,     16:36,      02分,        26,         0,       0/-,           -/-/-,            -/-
  3,    太平镇,     16:47,     16:50,      03分,        39,         0,       3/-,           -/-/-,            -/-
  4,    丰乐镇,     17:03,     17:05,      02分,        55,         0,       4/-,           -/-/-,            -/-
  5,    笔架山,     17:18,     17:25,      07分,        70,         0,       4/-,           -/-/-,            -/-
  6,    福利屯,     17:39,     17:42,      03分,        91,         0,       5/-,           -/-/-,            -/-
  7,      升昌,     18:05,     18:06,      01分,       117,         0,       0/-,           -/-/-,            -/-
  8,    红兴隆,     18:19,     18:21,      02分,       131,         0,     7.5/-,           -/-/-,            -/-
  9,    新友谊,     18:34,     18:36,      02分,       146,         0,     9.5/-,           -/-/-,            -/-
 10,      富锦,     19:22,     19:25,      03分,       194,         0,    13.5/-,           -/-/-,            -/-
 11,    向阳川,     19:41,     19:43,      02分,       213,         0,       0/-,           -/-/-,            -/-
 12,    双龙山,     19:55,     19:57,      02分,       227,         0,       0/-,           -/-/-,            -/-
 13,    建三江,     20:12,     20:15,      03分,       244,         0,    18.5/-,           -/-/-,            -/-
 14,    换新天,     20:40,     21:19,      39分,       272,         0,    20.5/-,           -/-/-,            -/-
 15,    前进镇,     21:37,     21:37,      00分,       329,         0,    21.5/-,           -/-/-,            -/-
