   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      太原,         -,     06:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      榆次,     07:02,     07:06,       4分,        32,        27,       2/-,           -/-/-,           -/-
  3,      寿阳,     08:25,     08:30,       5分,       115,        81,       5/-,           -/-/-,           -/-
  4,      阳泉,     09:26,     09:36,      10分,       176,       119,     7.5/-,           -/-/-,           -/-
  5,      岩会,     10:03,     10:04,       1分,       213,       139,     8.5/-,           -/-/-,           -/-
  6,    娘子关,     10:41,     10:43,       2分,       251,       158,     9.5/-,           -/-/-,           -/-
  7,      南峪,     10:53,     10:54,       1分,       263,       165,    10.5/-,           -/-/-,           -/-
  8,      井南,     11:09,     11:10,       1分,       279,       174,    11.5/-,           -/-/-,           -/-
  9,      井陉,     11:34,     11:36,       2分,       304,       188,    11.5/-,           -/-/-,           -/-
 10,  石家庄北,     12:41,         -,          ,       371,       225,    15.5/-,           -/-/-,           -/-
