   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    前进镇,         -,     16:30,         -,         -,         -,         -,               -,              -
  2,    换新天,     16:46,     16:50,      04分,        16,         0,       3/-,           -/-/-,            -/-
  3,    建三江,     17:13,     17:17,      04分,        43,         0,       4/-,           -/-/-,            -/-
  4,    双龙山,     17:29,     17:31,      02分,        59,         0,       0/-,           -/-/-,            -/-
  5,    向阳川,     17:43,     17:45,      02分,        73,         0,       0/-,           -/-/-,            -/-
  6,      富锦,     18:01,     18:05,      04分,        91,         0,     7.5/-,           -/-/-,            -/-
  7,      九营,     18:42,     18:52,      10分,       132,         0,       0/-,           -/-/-,            -/-
  8,    新友谊,     19:07,     19:10,      03分,       157,         0,    13.5/-,           -/-/-,            -/-
  9,    红兴隆,     19:23,     19:25,      02分,       173,         0,    13.5/-,           -/-/-,            -/-
 10,      升昌,     19:38,     19:39,      01分,       188,         0,       0/-,           -/-/-,            -/-
 11,    福利屯,     20:06,     20:09,      03分,       216,         0,    18.5/-,           -/-/-,            -/-
 12,    笔架山,     20:21,     20:23,      02分,       231,         0,    18.5/-,           -/-/-,            -/-
 13,    佳木斯,     21:16,     21:16,      00分,       286,         0,    21.5/-,           -/-/-,            -/-
