   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      吉林,         -,     07:28,         -,         -,         -,         -,               -,              -
  2,      棋盘,     07:54,     07:57,      03分,        26,         0,       0/-,           -/-/-,            -/-
  3,      亚复,     08:10,     08:12,      02分,        42,         0,       0/-,           -/-/-,            -/-
  4,    大口钦,     08:25,     08:27,      02分,        57,         0,       0/-,           -/-/-,            -/-
  5,      前窑,     08:35,     08:37,      02分,        67,         0,       0/-,           -/-/-,            -/-
  6,      丰广,     08:50,     08:56,      06分,        82,         0,       0/-,           -/-/-,            -/-
  7,      吉舒,     09:07,     09:11,      04分,        99,         0,       4/-,           -/-/-,            -/-
  8,      东富,     09:25,     09:28,      03分,       117,         0,       0/-,           -/-/-,            -/-
  9,      舒兰,     09:38,     09:48,      10分,       130,         0,       5/-,           -/-/-,            -/-
 10,      平安,     10:14,     10:18,      04分,       166,         0,     7.5/-,           -/-/-,            -/-
 11,    山河屯,     10:30,     10:34,      04分,       182,         0,     8.5/-,           -/-/-,            -/-
 12,      杜家,     10:49,     10:54,      05分,       201,         0,     9.5/-,           -/-/-,            -/-
 13,      五常,     11:07,     11:13,      06分,       219,         0,     9.5/-,           -/-/-,            -/-
 14,      安家,     11:28,     11:38,      10分,       240,         0,    11.5/-,           -/-/-,            -/-
 15,    背荫河,     11:53,     11:55,      02分,       265,         0,    12.5/-,           -/-/-,            -/-
 16,      拉林,     12:05,     12:15,      10分,       277,         0,    14.5/-,           -/-/-,            -/-
 17,      牛家,     12:32,     12:34,      02分,       304,         0,    14.5/-,           -/-/-,            -/-
 18,      周家,     12:48,     12:50,      02分,       320,         0,    15.5/-,           -/-/-,            -/-
 19,      平房,     13:05,     13:15,      10分,       337,         0,    16.5/-,           -/-/-,            -/-
 20,      孙家,     13:47,     13:49,      02分,       379,         0,    17.5/-,           -/-/-,            -/-
 21,      香坊,     13:59,     13:59,      00分,       391,         0,    17.5/-,           -/-/-,            -/-
