   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      承德,         -,     07:02,         -,         -,         -,         -,               -,              -
  2,    下板城,     07:41,     07:43,      02分,        39,         0,       7/-,        53/56/60,            -/-
  3,      平泉,     08:57,     09:03,      06分,       115,         0,       0/-,           0/0/0,            -/-
  4,    杨树岭,     09:27,     09:29,      02分,       145,         0,    16.5/-,      62.5/65/71,            -/-
  5,    三十家,     10:02,     10:04,      02分,       180,         0,    20.5/-,      66.5/70/76,            -/-
  6,      凌源,     10:55,     10:59,      04分,       233,         0,    25.5/-,      71.5/75/81,            -/-
  7,    叶柏寿,     11:52,     11:58,      06分,       290,         0,    29.5/-,      75.5/79/86,            -/-
  8,    公营子,     12:18,     12:20,      02分,       316,         0,    32.5/-,      78.5/82/89,            -/-
  9,      朝阳,     13:30,     13:37,      07分,       388,         0,    38.5/-,      84.5/88/96,            -/-
 10,    北票南,     14:19,     14:22,      03分,       437,         0,    45.5/-,     91.5/95/104,            -/-
 11,      义县,     15:08,     15:16,      08分,       486,         0,    48.5/-,     94.5/99/107,            -/-
 12,    八角台,     15:50,     15:52,      02分,       528,         0,    54.5/-,   102.5/107/116,            -/-
 13,      锦州,     16:21,     16:36,      15分,       559,         0,    56.5/-,   107.5/112/122,            -/-
 14,      凌海,     16:53,     16:55,      02分,       591,         0,    56.5/-,   107.5/112/122,            -/-
 15,    沟帮子,     17:21,     17:23,      02分,       619,         0,      63/-,     120/125/136,            -/-
 16,    大虎山,     17:50,     17:52,      02分,       648,         0,      66/-,     124/129/140,            -/-
 17,      新民,     18:35,     18:37,      02分,       693,         0,      75/-,     141/147/160,            -/-
 18,      沈阳,     19:36,     19:36,      00分,       754,         0,      80/-,     147/153/166,            -/-
