   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昭通,         -,     10:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    昭通南,     10:43,     10:46,       3分,        13,         7,       -/-,           -/-/-,           -/-
  3,    花土坡,     10:57,     11:00,       3分,        27,        17,       -/-,           -/-/-,           -/-
  4,      迤那,     11:28,     11:33,       5分,        58,        39,       -/-,           -/-/-,           -/-
  5,      草海,     12:39,     12:49,      10分,       129,        85,    12.5/-,  58.5/63.5/66.5,           -/-
  6,    六盘水,     14:50,     15:09,      19分,       260,       158,    20.5/-,  66.5/71.5/74.5,           -/-
  7,      滥坝,     15:34,     15:37,       3分,       304,       180,       -/-,           -/-/-,           -/-
  8,      茨冲,     15:52,     15:54,       2分,       322,       190,       -/-,           -/-/-,           -/-
  9,      关寨,     16:30,     16:45,      15分,       360,       219,    26.5/-,           -/-/-,           -/-
 10,      六枝,     17:11,     17:17,       6分,       401,       254,       -/-,           -/-/-,           -/-
 11,      化处,     17:34,     17:36,       2分,       424,       272,       -/-,           -/-/-,           -/-
 12,      安顺,     18:26,     18:40,      14分,       476,       310,    40.5/-,  86.5/91.5/94.5,           -/-
 13,    新平坝,     19:30,     19:35,       5分,       540,       347,       -/-,           -/-/-,           -/-
 14,      高峰,     19:50,     19:55,       5分,       560,       356,       -/-,           -/-/-,           -/-
 15,      贵阳,     21:02,         -,          ,       632,       407,    50.5/-,  95.5/98.5/100.5,          -/-
