   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      营口,         -,     05:20,         -,         -,         -,         -,               -,              -
  2,      老边,     05:32,     05:34,      02分,        12,         0,       6/-,           -/-/-,          76/86
  3,    大石桥,     05:48,     06:00,      12分,        28,         0,       7/-,           -/-/-,          78/88
  4,      海城,     06:25,     06:28,      03分,        65,         0,       9/-,           -/-/-,        84.5/96
  5,      鞍山,     06:54,     06:58,      04分,        94,         0,    12.5/-,           -/-/-,       88.5/100
  6,      灵山,     07:09,     07:11,      02分,       109,         0,       0/-,           -/-/-,            0/0
  7,      辽阳,     07:22,     07:25,      03分,       122,         0,    16.5/-,           -/-/-,       95.5/108
  8,    张台子,     07:36,     07:38,      02分,       136,         0,       0/-,           -/-/-,            0/0
  9,      灯塔,     07:47,     07:49,      02分,       147,         0,    18.5/-,           -/-/-,       99.5/113
 10,    林盛堡,     08:04,     08:06,      02分,       164,         0,    20.5/-,           -/-/-,      102.5/116
 11,    苏家屯,     08:15,     08:29,      14分,       175,         0,    21.5/-,           -/-/-,      105.5/119
 12,      沈阳,     08:48,     08:48,      00分,       208,         0,    25.5/-,           -/-/-,      109.5/124
