   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    兰州西,         -,     16:27,         -,         -,         -,         -,               -,              -
  2,      兰州,     16:39,     16:49,      10分,        12,         0,       6/-,        52/54/59,          76/86
  3,      定西,     18:09,     18:11,      02分,       102,         0,    17.5/-,      63.5/66/72,       97.5/110
  4,      陇西,     19:04,     19:06,      02分,       157,         0,    29.5/-,      75.5/79/86,      115.5/131
  5,      甘谷,     20:00,     20:02,      02分,       213,         0,    38.5/-,      84.5/88/96,      130.5/147
  6,      天水,     21:16,     21:20,      04分,       289,         0,    45.5/-,     91.5/95/104,      143.5/162
  7,      宝鸡,     23:58,     00:05,      07分,       451,         0,      63/-,     120/125/136,        188/212
  8,      咸阳,     01:35,     01:51,      16分,       548,         0,      80/-,     147/153/166,        232/262
  9,      西安,     02:15,     02:30,      15分,       588,         0,      82/-,     152/158/172,        240/271
 10,    合阳北,     05:05,     05:07,      02分,       758,         0,     101/-,     186/194/210,        298/336
 11,      韩城,     05:48,     06:08,      20分,       801,         0,     105/-,     193/201/218,        310/350
 12,      河津,     07:12,     07:14,      02分,       885,         0,     109/-,     200/208/226,        321/362
 13,      稷山,     07:36,     07:38,      02分,       909,         0,     109/-,     200/208/226,        321/362
 14,      新绛,     07:55,     07:57,      02分,       928,         0,   113.5/-,   207.5/216/235,      333.5/376
 15,      侯马,     08:15,     08:20,      05分,       948,         0,   113.5/-,   207.5/216/235,      333.5/376
 16,      襄汾,     08:49,     08:51,      02分,       982,         0,   118.5/-,   215.5/224/244,      343.5/387
 17,      临汾,     09:13,     09:21,      08分,      1006,         0,   121.5/-,   221.5/230/250,      355.5/401
 18,      霍州,     10:12,     10:15,      03分,      1065,         0,   124.5/-,   227.5/237/257,      364.5/411
 19,      灵石,     10:51,     10:54,      03分,      1104,         0,   130.5/-,   236.5/246/267,      380.5/429
 20,      介休,     11:24,     11:28,      04分,      1137,         0,   134.5/-,   243.5/253/275,      391.5/441
 21,      平遥,     11:49,     11:53,      04分,      1162,         0,       0/-,           0/0/0,            0/0
 22,      祁县,     12:08,     12:10,      02分,      1181,         0,   138.5/-,   250.5/261/283,      404.5/456
 23,      太谷,     12:29,     12:31,      02分,      1202,         0,   138.5/-,   250.5/261/283,      404.5/456
 24,      榆次,     12:58,     13:02,      04分,      1231,         0,   143.5/-,   260.5/271/294,      418.5/472
 25,      太原,     13:29,     13:29,      00分,      1262,         0,       0/-,           0/0/0,            0/0
