   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  呼和浩特,         -,     20:56,         -,         -,         -,         -,               -,              -
  2,    萨拉齐,     21:54,     21:56,      02分,        58,         0,    14.5/-,      60.5/63/69,       94.5/107
  3,    包头东,     22:28,     22:32,      04分,        92,         0,    20.5/-,      66.5/70/76,      101.5/115
  4,      包头,     22:49,     23:05,      16分,       113,         0,    21.5/-,      67.5/71/77,      105.5/119
  5,      临河,     01:19,     01:25,      06分,       263,         0,    48.5/-,     94.5/99/107,      149.5/169
  6,  巴彦高勒,     02:03,     02:05,      02分,       307,         0,    56.5/-,   107.5/112/122,      167.5/189
  7,      乌海,     03:00,     03:04,      04分,       364,         0,      66/-,     124/129/140,        196/221
  8,    乌海西,     03:25,     03:29,      04分,       389,         0,      69/-,     130/135/147,        205/231
  9,      惠农,     03:49,     03:57,      08分,       413,         0,      69/-,     130/135/147,        205/231
 10,    石嘴山,     04:30,     04:32,      02分,       454,         0,      75/-,     141/147/160,        222/251
 11,      银川,     05:14,     05:14,      00分,       498,         0,      82/-,     152/158/172,        240/271
