   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      湛江,         -,     12:20,         -,         -,         -,         -,               -,              -
  2,      遂溪,     12:43,     12:46,      03分,        23,         0,       7/-,           -/-/-,            -/-
  3,      廉江,     13:06,     13:09,      03分,        46,         0,       9/-,           -/-/-,            -/-
  4,      文地,     13:43,     13:47,      04分,        83,         0,    13.5/-,           -/-/-,            -/-
  5,      陆川,     14:17,     14:21,      04分,       117,         0,    18.5/-,           -/-/-,            -/-
  6,      玉林,     14:52,     15:04,      12分,       152,         0,    25.5/-,           -/-/-,            -/-
  7,      贵港,     16:11,     16:16,      05分,       231,         0,    36.5/-,           -/-/-,            -/-
  8,      黎塘,     17:05,     17:28,      23分,       285,         0,    40.5/-,           -/-/-,            -/-
  9,      来宾,     18:12,     18:17,      05分,       352,         0,    48.5/-,           -/-/-,            -/-
 10,      柳州,     19:14,     19:24,      10分,       414,         0,    56.5/-,           -/-/-,            -/-
 11,      宜州,     21:01,     21:06,      05分,       521,         0,      66/-,           -/-/-,            -/-
 12,    金城江,     22:15,     22:15,      00分,       595,         0,      75/-,           -/-/-,            -/-
