   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  连云港东,         -,     15:46,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    东海县,     16:44,     16:47,       3分,        58,        60,       9/-,        55/60/63,     84.5/90.5
  3,      新沂,     17:19,     17:26,       7分,        93,       101,    14.5/-,  60.5/65.5/68.5,    94.5/100.5
  4,      邳州,     17:57,     18:00,       3分,       131,       138,    18.5/-,  64.5/69.5/72.5,    99.5/105.5
  5,      徐州,     18:53,     19:03,      10分,       187,       210,    29.5/-,  75.5/80.5/83.5,   115.5/121.5
  6,      砀山,     20:07,     20:10,       3分,       261,       293,    38.5/-,  84.5/89.5/92.5,   130.5/136.5
  7,    虞城县,     20:40,     20:59,      19分,       294,       336,    44.5/-,  90.5/95.5/98.5,   140.5/146.5
  8,      商丘,     21:27,     21:30,       3分,       341,       356,    45.5/-,  91.5/96.5/99.5,   143.5/149.5
  9,      开封,     22:54,     22:57,       3分,       428,       487,      61/-,     115/118/122,       178/186
 10,      郑州,     23:43,     00:02,      19分,      1917,       559,      69/-,     130/135/139,       205/214
 11,      新乡,     01:05,     01:23,      18分,       559,       639,      75/-,     141/145/150,       222/233
 12,      焦作,     02:13,     02:18,       5分,       627,       702,      86/-,     159/164/170,       251/263
 13,      月山,     02:36,     02:40,       4分,       650,       718,      86/-,     159/164/170,       251/263
 14,      晋城,     03:30,     03:35,       5分,       704,       762,      90/-,     166/172/178,       262/273
 15,      高平,     04:20,     04:25,       5分,       754,       801,      93/-,     172/178/184,       273/285
 16,      长治,     05:19,     05:25,       6分,       813,       856,      98/-,     180/186/194,       287/301
 17,    长治北,     05:45,     06:08,      23分,       839,       871,     101/-,     186/192/200,       298/311
 18,      沁县,     07:34,     07:36,       2分,       948,       944,     109/-,     200/208/215,       321/336
 19,      武乡,     08:02,     08:04,       2分,       976,       967,     109/-,     200/208/215,       321/336
 20,      榆社,     08:36,     08:39,       3分,      1010,       997,   113.5/-, 207/215.5/222.5,   333.5/348.5
 21,      榆次,     11:14,     11:19,       5分,      1168,      1109,   124.5/-,227.5/235.5/244.5,   364.5/381.5
 22,      太原,     11:46,         -,          ,      1200,      1136,   124.5/-,227.5/235.5/244.5,   364.5/381.5
