   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  连云港东,         -,     16:15,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    东海县,     17:15,     17:18,       3分,        60,        60,       9/-,        55/60/63,     84.5/90.5
  3,      新沂,     17:51,     17:54,       3分,        96,       101,    14.5/-,  60.5/65.5/68.5,    94.5/100.5
  4,      邳州,     18:18,     18:21,       3分,       123,       138,    18.5/-,  64.5/69.5/72.5,    99.5/105.5
  5,      徐州,     19:38,     19:58,      20分,       203,       210,    29.5/-,  75.5/80.5/83.5,   115.5/121.5
  6,      砀山,     21:02,     21:06,       4分,       287,       293,    38.5/-,  84.5/89.5/92.5,   130.5/136.5
  7,    虞城县,     21:38,     21:41,       3分,       323,       336,    44.5/-,  90.5/95.5/98.5,   140.5/146.5
  8,      商丘,     21:56,     22:05,       9分,       341,       356,    45.5/-,  91.5/96.5/99.5,   143.5/149.5
  9,      兰考,     23:01,     23:04,       3分,       406,       444,    56.5/-,107.5/111.5/114.5,   167.5/174.5
 10,      开封,     23:35,     23:38,       3分,       440,       487,      61/-,     115/118/122,       178/186
 11,      郑州,     00:24,     00:44,      20分,       489,       559,      69/-,     130/135/139,       205/214
 12,      洛阳,     02:16,     02:22,       6分,       601,       683,      82/-,     152/157/163,       240/252
 13,      华山,     06:22,     06:24,       2分,       847,       947,     109/-,     200/208/215,       321/336
 14,      渭南,     07:14,     07:16,       2分,       899,      1014,   113.5/-,207.5/215.5/222.5,   333.5/348.5
 15,      西安,     08:06,     08:16,      10分,       951,      1070,   121.5/-,221.5/229.5/238.5,   355.5/371.5
 16,      咸阳,     08:34,     08:43,       9分,       979,      1093,   121.5/-,221.5/229.5/238.5,   355.5/371.5
 17,      杨陵,     09:23,     09:32,       9分,      1028,      1155,   130.5/-,236.5/245.5/254.5,   380.5/397.5
 18,      宝鸡,     10:35,         -,          ,      1100,      1243,   134.5/-,243.5/252.5/261.5,   391.5/409.5
