   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  霍林郭勒,         -,     08:55,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    珠斯花,     09:02,     09:05,       3分,         7,         3,       2/3,        36/39/41,           -/-
  3,  哈日努拉,     09:44,     09:46,       2分,        49,        39,       3/5,        37/40/42,           -/-
  4,  西哲里木,     10:30,     10:32,       2分,        95,        87,    6/11.5,        40/43/45,           -/-
  5,  吐列毛杜,     10:55,     10:58,       3分,       120,       112,  8.5/15.5,  42.5/45.5/47.5,           -/-
  6,  白音胡硕,     12:21,     12:24,       3分,       206,       200, 14.5/25.5,  48.5/51.5/53.5,           -/-
  7,    布敦化,     12:33,     12:36,       3分,       218,       207, 16.5/27.5,  50.5/53.5/55.5,           -/-
  8,    扎鲁特,     13:06,     13:09,       3分,       251,       248, 19.5/32.5,  53.5/56.5/58.5,           -/-
  9,    毛告吐,     13:58,     14:00,       2分,       308,       296, 21.5/36.5,  55.5/58.5/60.5,           -/-
 10,    舍伯吐,     14:40,     14:42,       2分,       350,       341, 25.5/44.5,  59.5/62.5/64.5,           -/-
 11,    双泡子,     15:15,     15:30,      15分,       385,       379, 26.5/46.5,  60.5/63.5/65.5,           -/-
 12,    昆都庙,     15:37,     15:39,       2分,       407,       384, 27.5/48.5,  61.5/64.5/66.5,           -/-
 13,      通辽,     15:58,     16:22,      24分,       428,       404, 30.5/52.5,  65.5/68.5/70.5,           -/-
 14,    甘旗卡,     17:16,     17:37,      21分,       506,       480,     33/58,        72/74/77,           -/-
 15,    大青沟,     18:01,     18:04,       3分,       551,       503,     35/62,        76/78/81,           -/-
 16,    三家子,     18:27,     18:29,       2分,       577,       525,     37/65,        79/82/85,           -/-
 17,      库伦,     18:45,         -,          ,       590,       537,     37/65,        79/82/85,           -/-
