   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      宝鸡,         -,     16:00,         -,         -,         -,         -,               -,              -
  2,    蔡家坡,     16:30,     16:33,      03分,        30,         0,       9/-,        55/58/63,        81.5/92
  3,      杨陵,     17:01,     17:04,      03分,        61,         0,    12.5/-,      58.5/61/66,       88.5/100
  4,      咸阳,     17:43,     17:53,      10分,       103,         0,    20.5/-,      66.5/70/76,      101.5/115
  5,      西安,     18:17,     18:37,      20分,       137,         0,    25.5/-,      71.5/75/81,      109.5/124
  6,      渭南,     19:16,     19:18,      02分,       196,         0,    32.5/-,      78.5/82/89,      120.5/136
  7,      潼关,     20:21,     20:23,      02分,       261,         0,    40.5/-,      86.5/90/98,      134.5/152
  8,      灵宝,     21:23,     21:25,      02分,       323,         0,    48.5/-,     94.5/99/107,      149.5/169
  9,  三门峡西,     21:49,     21:51,      02分,       349,         0,    54.5/-,   102.5/107/116,      158.5/179
 10,      洛阳,     23:50,     00:14,      24分,       470,         0,      69/-,     130/135/147,        205/231
 11,      郑州,     01:53,     02:14,      21分,      -847,         0,      82/-,     152/158/172,        240/271
 12,      开封,     03:00,     03:02,      02分,      -780,         0,      90/-,     166/173/188,        262/296
 13,      砀山,     05:26,     05:44,      18分,      -634,         0,     109/-,     200/208/226,        321/362
 14,      黄口,     06:05,     06:15,      10分,      -595,         0,   113.5/-,   207.5/216/235,      333.5/376
 15,      徐州,     06:53,     07:00,      07分,      -547,         0,   118.5/-,   215.5/224/244,      343.5/387
 16,      新沂,     08:13,     08:17,      04分,      -467,         0,   124.5/-,   227.5/237/257,      364.5/411
 17,  连云港东,     09:52,     09:52,      00分,      -368,         0,   134.5/-,   243.5/253/275,      391.5/441
