   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,  齐齐哈尔,         -,     16:00,         -,         -,         -,         -,               -,              -
  2,      高头,     16:11,     16:12,      01分,        11,         0,       0/-,           0/0/0,            0/0
  3,      冯屯,     16:21,     16:22,      01分,        21,         0,       2/-,        36/38/41,          52/59
  4,      塔哈,     16:34,     16:35,      01分,        34,         0,       3/-,        37/39/42,          53/60
  5,      中和,     16:52,     16:53,      01分,        52,         0,       4/-,        38/40/43,          55/62
  6,      富裕,     17:12,     17:18,      06分,        72,         0,       5/-,        39/41/44,        58.5/66
  7,      富海,     17:46,     17:54,      08分,       106,         0,     7.5/-,      41.5/44/47,        61.5/70
  8,      依安,     18:19,     18:25,      06分,       139,         0,     9.5/-,      43.5/46/50,        65.5/74
  9,      古城,     18:52,     19:16,      24分,       172,         0,       0/-,           0/0/0,            0/0
 10,      克山,     19:30,     19:33,      03分,       210,         0,    13.5/-,      47.5/50/54,        72.5/82
 11,      克东,     20:02,     20:04,      02分,       242,         0,    16.5/-,      50.5/53/57,        76.5/87
 12,      北安,     20:30,     20:30,      00分,       270,         0,    18.5/-,      52.5/55/60,        79.5/90
