   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      银川,         -,     06:21,         -,         -,         -,         -,               -,              -
  2,    黄羊滩,     06:52,     06:53,      01分,        31,         0,       2/-,           -/-/-,            -/-
  3,      大坝,     07:40,     07:42,      02分,        79,         0,       3/-,           -/-/-,            -/-
  4,    青铜峡,     07:59,     08:12,      13分,        98,         0,       4/-,           -/-/-,            -/-
  5,      中宁,     09:41,     09:43,      02分,       200,         0,     8.5/-,           -/-/-,            -/-
  6,    黄羊湾,     10:03,     10:04,      01分,       222,         0,       0/-,           -/-/-,            -/-
  7,      中卫,     10:34,     10:55,      21分,       253,         0,    10.5/-,           -/-/-,            -/-
  8,      宣和,     11:23,     11:24,      01分,       302,         0,    11.5/-,           -/-/-,            -/-
  9,    大战场,     11:37,     11:40,      03分,       316,         0,    12.5/-,           -/-/-,            -/-
 10,    中宁南,     11:52,     11:53,      01分,       331,         0,    14.5/-,           -/-/-,            -/-
 11,      长农,     12:06,     12:07,      01分,       345,         0,    15.5/-,           -/-/-,            -/-
 12,    艾家村,     12:20,     12:21,      01分,       359,         0,    15.5/-,           -/-/-,            -/-
 13,      石坝,     12:34,     12:35,      01分,       373,         0,    16.5/-,           -/-/-,            -/-
 14,      同心,     12:47,     12:51,      04分,       386,         0,    16.5/-,           -/-/-,            -/-
 15,    王团庄,     13:03,     13:04,      01分,       402,         0,    17.5/-,           -/-/-,            -/-
 16,    土桥子,     13:17,     13:18,      01分,       416,         0,    18.5/-,           -/-/-,            -/-
 17,      李旺,     13:31,     13:32,      01分,       430,         0,    18.5/-,           -/-/-,            -/-
 18,    韩府湾,     13:44,     13:45,      01分,       443,         0,    19.5/-,           -/-/-,            -/-
 19,      七营,     13:58,     13:59,      01分,       457,         0,    19.5/-,           -/-/-,            -/-
 20,    褚家湾,     14:14,     14:22,      08分,       473,         0,    20.5/-,           -/-/-,            -/-
 21,      三营,     14:35,     14:43,      08分,       494,         0,    21.5/-,           -/-/-,            -/-
 22,      二营,     14:59,     15:02,      03分,       518,         0,    21.5/-,           -/-/-,            -/-
 23,    沈家河,     15:14,     15:17,      03分,       533,         0,    22.5/-,           -/-/-,            -/-
 24,      固原,     15:28,     15:36,      08分,       547,         0,    22.5/-,           -/-/-,            -/-
 25,      彭阳,     16:06,     16:07,      01分,       585,         0,    25.5/-,           -/-/-,            -/-
 26,    六盘山,     16:22,     16:25,      03分,       601,         0,    25.5/-,           -/-/-,            -/-
 27,    三关口,     16:43,     16:44,      01分,       622,         0,    26.5/-,           -/-/-,            -/-
 28,      新李,     17:17,     17:18,      01分,       656,         0,    26.5/-,           -/-/-,            -/-
 29,      平凉,     17:32,     17:36,      04分,       671,         0,      28/-,           -/-/-,            -/-
 30,    平凉南,     17:51,     17:52,      01分,       690,         0,      28/-,           -/-/-,            -/-
 31,      泾川,     18:47,     18:48,      01分,       746,         0,      31/-,           -/-/-,            -/-
 32,    长庆桥,     19:34,     19:34,      00分,       793,         0,      32/-,           -/-/-,            -/-
