   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      大同,         -,     16:40,         -,         -,         -,         -,               -,              -
  2,      怀仁,     17:19,     17:22,      03分,        39,         0,       9/-,        55/58/63,        81.5/92
  3,      岱岳,     17:54,     17:57,      03分,        74,         0,    12.5/-,      58.5/61/66,       88.5/100
  4,      朔州,     18:33,     18:41,      08分,       113,         0,    17.5/-,      63.5/66/72,       97.5/110
  5,      宁武,     19:22,     19:29,      07分,       162,         0,    21.5/-,      67.5/71/77,      105.5/119
  6,      原平,     20:33,     20:39,      06分,       233,         0,       0/-,           0/0/0,            0/0
  7,      忻州,     21:07,     21:13,      06分,       267,         0,    36.5/-,      82.5/86/94,      127.5/144
  8,    太原东,     22:27,     22:29,      02分,       347,         0,    45.5/-,     91.5/95/104,      143.5/162
  9,      太原,     22:35,     22:48,      13分,       355,         0,       0/-,           0/0/0,            0/0
 10,      榆次,     23:09,     23:14,      05分,       389,         0,    48.5/-,     94.5/99/107,      149.5/169
 11,      太谷,     23:40,     23:42,      02分,       420,         0,    54.5/-,   102.5/107/116,      158.5/179
 12,      平遥,     00:11,     00:14,      03分,      -989,         0,       0/-,           0/0/0,            0/0
 13,      介休,     00:37,     00:41,      04分,      -963,         0,      63/-,     120/125/136,        188/212
 14,      临汾,     02:34,     02:50,      16分,       594,         0,      75/-,     141/147/160,        222/251
 15,      侯马,     03:38,     03:42,      04分,      -782,         0,      82/-,     152/158/172,        240/271
 16,      运城,     04:49,     04:55,      06分,       729,         0,      90/-,     166/173/188,        262/296
 17,      永济,     05:39,     05:41,      02分,       779,         0,      98/-,     180/187/204,        287/324
 18,      华山,     06:49,     07:03,      14分,       849,         0,     101/-,     186/194/210,        298/336
 19,      渭南,     07:53,     07:55,      02分,       913,         0,     109/-,     200/208/226,        321/362
 20,      西安,     08:51,     08:51,      00分,       971,         0,   113.5/-,   207.5/216/235,      333.5/376
