   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      日照,         -,     19:20,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      莒南,     20:12,     20:14,       2分,        52,        80,      10/-,  56.5/61.5/64.5,           -/-
  3,      临沂,     20:52,     20:56,       4分,        92,       134,    18.5/-,  64.5/69.5/72.5,           -/-
  4,      费县,     21:25,     21:27,       2分,       125,       178,    25.5/-,  71.5/76.5/79.5,           -/-
  5,      平邑,     21:54,     21:56,       2分,       154,       221,    32.5/-,  78.5/83.5/86.5,           -/-
  6,      泗水,     22:22,     22:25,       3分,       182,       262,    36.5/-,  82.5/87.5/90.5,           -/-
  7,      曲阜,     22:48,     22:50,       2分,       208,       285,    38.5/-,  84.5/89.5/92.5,           -/-
  8,      兖州,     00:01,     00:07,       6分,       281,       316,    40.5/-,  86.5/91.5/94.5,           -/-
  9,      济宁,     00:30,     00:32,       2分,       310,       348,    45.5/-,  91.5/96.5/99.5,           -/-
 10,      菏泽,     01:43,     01:46,       3分,       383,       455,    56.5/-,107.5/111.5/114.5,           -/-
 11,    东明县,     02:24,     02:29,       5分,       424,       483,      63/-,     120/123/127,           -/-
 12,      长垣,     03:09,     03:14,       5分,       469,       529,      66/-,     120/123/127,           -/-
 13,      新乡,     04:23,     04:49,      26分,       543,       630,      75/-,     141/145/150,           -/-
 14,      郑州,     05:50,         -,          ,       630,       710,      86/-,     159/164/170,           -/-
