   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广元,         -,     06:50,         -,         -,         -,         -,               -,              -
  2,      朝天,     07:42,     07:44,      02分,        52,         0,       0/-,           -/-/-,            -/-
  3,    燕子砭,     08:46,     08:48,      02分,       116,         0,       4/-,           -/-/-,            -/-
  4,    阳平关,     09:04,     09:18,      14分,       134,         0,       4/-,           -/-/-,            -/-
  5,      略阳,     10:40,     10:46,      06分,       230,         0,     8.5/-,           -/-/-,            -/-
  6,    白水江,     11:56,     12:10,      14分,       306,         0,    11.5/-,           -/-/-,            -/-
  7,      徽县,     12:46,     12:58,      12分,       356,         0,    12.5/-,           -/-/-,            -/-
  8,      两当,     13:22,     13:30,      08分,       392,         0,    14.5/-,           -/-/-,            -/-
  9,      宏庆,     13:57,     14:05,      08分,       427,         0,    15.5/-,           -/-/-,            -/-
 10,      凤县,     14:19,     14:27,      08分,       449,         0,    16.5/-,           -/-/-,            -/-
 11,      凤州,     14:53,     15:08,      15分,       483,         0,    16.5/-,           -/-/-,            -/-
 12,      秦岭,     16:10,     16:33,      23分,       560,         0,    19.5/-,           -/-/-,            -/-
 13,      宝鸡,     18:25,     18:25,      00分,       695,         0,    21.5/-,           -/-/-,            -/-
