   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      青岛,         -,     08:42,         -,         -,         -,         -,               -,              -
  2,      蓝村,     09:31,     09:38,      07分,        49,         0,       9/-,        55/58/63,        84.5/96
  3,      胶州,     09:56,     10:00,      04分,        74,         0,    10.5/-,      56.5/59/64,        87.5/99
  4,      诸城,     11:07,     11:20,      13分,       145,         0,    18.5/-,      64.5/67/73,       99.5/113
  5,      五莲,     11:44,     11:46,      02分,       182,         0,    25.5/-,      71.5/75/81,      109.5/124
  6,      莒县,     12:13,     12:20,      07分,       211,         0,    29.5/-,      75.5/79/86,      115.5/131
  7,      临沂,     13:50,     13:57,      07分,       308,         0,    40.5/-,      86.5/90/98,      134.5/152
  8,      费县,     14:26,     14:30,      04分,       344,         0,    45.5/-,     91.5/95/104,      143.5/162
  9,      平邑,     14:57,     15:00,      03分,       375,         0,    48.5/-,     94.5/99/107,      149.5/169
 10,      泗水,     15:26,     15:29,      03分,       404,         0,    54.5/-,   102.5/107/116,      158.5/179
 11,      曲阜,     15:52,     15:55,      03分,       430,         0,    56.5/-,   107.5/112/122,      167.5/189
 12,      兖州,     16:27,     16:39,      12分,       465,         0,      61/-,     115/120/130,        178/201
 13,      济宁,     17:02,     17:09,      07分,       500,         0,      63/-,     120/125/136,        188/212
 14,      嘉祥,     17:26,     17:33,      07分,       524,         0,      66/-,     124/129/140,        196/221
 15,      巨野,     17:50,     17:54,      04分,       548,         0,      69/-,     130/135/147,        205/231
 16,      菏泽,     18:37,     18:52,      15分,       595,         0,      75/-,     141/145/150,        222/251
 17,      曹县,     19:27,     19:27,      00分,       645,         0,      82/-,     152/158/172,        240/271
