   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    攀枝花,         -,     15:11,         -,         -,         -,         -,               -,              -
  2,      迤资,     15:22,     15:24,      02分,        11,         0,       1/-,           -/-/-,            -/-
  3,      拉鲊,     15:36,     15:38,      02分,        25,         0,       2/-,           -/-/-,            -/-
  4,    花棚子,     15:55,     15:57,      02分,        44,         0,       2/-,           -/-/-,            -/-
  5,      新江,     16:14,     16:17,      03分,        63,         0,       3/-,           -/-/-,            -/-
  6,      师庄,     16:28,     16:30,      02分,        77,         0,       0/-,           -/-/-,            -/-
  7,    大湾子,     16:41,     16:43,      02分,        90,         0,       4/-,           -/-/-,            -/-
  8,      红江,     16:55,     16:57,      02分,       104,         0,       5/-,           -/-/-,            -/-
  9,    黄瓜园,     17:08,     17:11,      03分,       117,         0,     6.5/-,           -/-/-,            -/-
 10,      元谋,     17:23,     17:25,      02分,       132,         0,       0/-,           -/-/-,            -/-
 11,      尹地,     17:38,     17:40,      02分,       147,         0,     7.5/-,           -/-/-,            -/-
 12,    小月旧,     17:50,     17:52,      02分,       159,         0,     8.5/-,           -/-/-,            -/-
 13,    羊臼河,     18:04,     18:07,      03分,       173,         0,     8.5/-,           -/-/-,            -/-
 14,      小村,     18:19,     18:21,      02分,       188,         0,     9.5/-,           -/-/-,            -/-
 15,    阿南庄,     18:33,     18:35,      02分,       202,         0,     9.5/-,           -/-/-,            -/-
 16,    龙骨甸,     18:48,     18:50,      02分,       217,         0,    10.5/-,           -/-/-,            -/-
 17,      黑井,     19:00,     19:02,      02分,       229,         0,    11.5/-,           -/-/-,            -/-
 18,      甸心,     19:09,     19:11,      02分,       238,         0,    11.5/-,           -/-/-,            -/-
 19,    龙塘坝,     19:21,     19:23,      02分,       250,         0,    11.5/-,           -/-/-,            -/-
 20,    广通北,     19:48,     19:53,      05分,       277,         0,    12.5/-,           -/-/-,            -/-
 21,    禄丰南,     20:21,     20:23,      02分,       310,         0,    16.5/-,           -/-/-,            -/-
 22,      昆明,     21:51,     21:51,      00分,       400,         0,    21.5/-,           -/-/-,            -/-
