   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      二连,         -,     09:36,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      西里,     09:49,     09:50,       1分,        13,        13,       4/-,           -/-/-,           -/-
  3,    赛乌苏,     10:00,     10:02,       2分,        24,        23,       5/-,           -/-/-,           -/-
  4,  查干特格,     10:15,     10:16,       1分,        39,        37,       5/-,           -/-/-,           -/-
  5,齐哈日格图,     10:33,     10:35,       2分,        57,        56,       7/-,           -/-/-,           -/-
  6,  夏拉哈马,     10:48,     10:49,       1分,        72,        71,     8.5/-,           -/-/-,           -/-
  7,郭尔奔敖包,     11:04,     11:06,       2分,        88,        77,     8.5/-,           -/-/-,           -/-
  8,    楚鲁图,     11:29,     11:31,       2分,       113,       103,    12.5/-,           -/-/-,           -/-
  9,  赛汗塔拉,     11:45,     11:51,       6分,       129,       115,    14.5/-,           -/-/-,           -/-
 10,锡林呼都嘎,     12:11,     12:13,       2分,       155,       137,    15.5/-,           -/-/-,           -/-
 11,    朱日和,     12:31,     12:33,       2分,       175,       159,    17.5/-,           -/-/-,           -/-
 12,  德日斯图,     12:42,     12:44,       2分,       186,       167,    18.5/-,           -/-/-,           -/-
 13,  巴彦郭勒,     13:01,     13:03,       2分,       205,       184,    22.5/-,           -/-/-,           -/-
 14,  白银哈尔,     13:13,     13:15,       2分,       217,       193,    23.5/-,           -/-/-,           -/-
 15,    乌兰花,     13:31,     13:33,       2分,       235,       209,    26.5/-,           -/-/-,           -/-
 16,  土牧尔台,     13:52,     14:12,      20分,       256,       228,    27.5/-,           -/-/-,           -/-
 17,    阿贵图,     14:20,     14:21,       1分,       284,       236,    27.5/-,           -/-/-,           -/-
 18,    宝拉格,     14:31,     14:33,       2分,       295,       245,    30.5/-,           -/-/-,           -/-
 19,  乌兰哈达,     14:43,     14:44,       1分,       307,       255,    30.5/-,           -/-/-,           -/-
 20,  白音察干,     15:03,     15:07,       4分,       327,       275,    31.5/-,           -/-/-,           -/-
 21,    芦家村,     15:17,     15:18,       1分,       341,       284,    33.5/-,           -/-/-,           -/-
 22,      贲红,     15:30,     15:32,       2分,       354,       295,    33.5/-,           -/-/-,           -/-
 23,    大陆号,     15:46,     15:47,       1分,       370,       305,    34.5/-,           -/-/-,           -/-
 24,    七苏木,     16:05,     16:06,       1分,       389,       322,    38.5/-,           -/-/-,           -/-
 25,    集宁南,     16:24,     16:46,      22分,       408,       333,    38.5/-,           -/-/-,           -/-
 26,    卓资东,     17:18,     17:20,       2分,       462,       387,    42.5/-,           -/-/-,           -/-
 27,呼和浩特东,     18:28,     18:42,      14分,       532,       483,      53/-,           -/-/-,           -/-
 28,  呼和浩特,     18:52,         -,          ,       556,       491,      54/-,           -/-/-,           -/-
