   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      昆明,         -,     07:10,         -,         -,         -,         -,               -,              -
  2,    禄丰南,     08:38,     08:43,      05分,        88,         0,     6.5/-,      40.5/43/46,            -/-
  3,    广通北,     09:15,     09:25,      10分,       125,         0,     9.5/-,      43.5/46/50,            -/-
  4,    龙塘坝,     09:49,     09:51,      02分,       159,         0,    10.5/-,      44.5/47/51,            -/-
  5,      甸心,     10:01,     10:05,      04分,       171,         0,    11.5/-,      45.5/48/52,            -/-
  6,      黑井,     10:12,     10:15,      03分,       182,         0,    11.5/-,      45.5/48/52,            -/-
  7,    龙骨甸,     10:25,     10:27,      02分,       195,         0,    11.5/-,      45.5/48/52,            -/-
  8,    阿南庄,     10:40,     10:42,      02分,       210,         0,    12.5/-,      46.5/49/53,            -/-
  9,      小村,     10:58,     11:00,      02分,       228,         0,    14.5/-,      48.5/51/55,            -/-
 10,    羊臼河,     11:17,     11:19,      02分,       247,         0,    14.5/-,      48.5/51/55,            -/-
 11,    小月旧,     11:31,     11:33,      02分,       261,         0,    15.5/-,      49.5/52/56,            -/-
 12,      尹地,     11:43,     11:46,      03分,       273,         0,    15.5/-,      49.5/52/56,            -/-
 13,      元谋,     12:21,     12:27,      06分,       311,         0,       0/-,           0/0/0,            -/-
 14,    黄瓜园,     12:39,     12:41,      02分,       329,         0,    16.5/-,      50.5/53/57,            -/-
 15,      红江,     12:52,     12:54,      02分,       342,         0,    17.5/-,      51.5/54/59,            -/-
 16,    大湾子,     13:06,     13:08,      02分,       356,         0,    18.5/-,      52.5/55/60,            -/-
 17,      师庄,     13:19,     13:21,      02分,       369,         0,       0/-,           0/0/0,            -/-
 18,      新江,     13:35,     13:37,      02分,       385,         0,    19.5/-,      53.5/56/61,            -/-
 19,    花棚子,     13:54,     13:56,      02分,       404,         0,    19.5/-,      53.5/56/61,            -/-
 20,      拉鲊,     14:13,     14:15,      02分,       423,         0,    20.5/-,      54.5/57/62,            -/-
 21,      迤资,     14:27,     14:29,      02分,       437,         0,    21.5/-,      55.5/58/63,            -/-
 22,    攀枝花,     14:40,     14:40,      00分,       450,         0,    21.5/-,      55.5/58/63,            -/-
