   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      安庆,         -,     11:07,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,      铜陵,     11:42,     11:44,       2分,        35,        96,   35.5/57,           -/-/-,           -/-
  3,    繁昌西,     11:59,     12:01,       2分,        52,       131, 48.5/77.5,           -/-/-,           -/-
  4,      弋江,     12:14,     12:16,       2分,        67,       160,     59/95,           -/-/-,           -/-
  5,      芜湖,     12:27,     12:29,       2分,        80,       172,  63.5/102,           -/-/-,           -/-
  6,  马鞍山东,     12:47,     12:49,       2分,       100,       215,79.5/127.5,           -/-/-,           -/-
  7,    南京南,     13:07,     13:11,       4分,       120,       257,  95/152.5,           -/-/-,           -/-
  8,      镇江,     13:37,     13:39,       2分,       150,       331,   129/207,           -/-/-,           -/-
  9,      丹阳,     13:51,     13:53,       2分,       164,       358,141.5/226.5,           -/-/-,           -/-
 10,      常州,     14:08,     14:10,       2分,       181,       403,   162/260,           -/-/-,           -/-
 11,      无锡,     14:25,     14:27,       2分,       198,       442, 180/288.5,           -/-/-,           -/-
 12,  无锡新区,     14:35,     14:37,       2分,       208,       455,   186/298,           -/-/-,           -/-
 13,      苏州,     14:48,     14:50,       2分,       221,       484, 199/319.5,           -/-/-,           -/-
 14,    阳澄湖,     15:01,     15:03,       2分,       234,       509,210.5/337.5,           -/-/-,           -/-
 15,      上海,     15:23,         -,          ,       256,       568,   238/381,           -/-/-,           -/-
