   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京西,         -,     07:40,         -,         -,         -,         -,               -,              -
  2,  高碑店东,     08:10,     08:12,      02分,        30,         0,    37.5/-,           -/-/-,            -/-
  3,    保定东,     08:28,     08:30,      02分,        48,         0,    63.5/-,           -/-/-,            -/-
  4,    石家庄,     09:06,     09:09,      03分,        86,         0,   128.5/-,           -/-/-,            -/-
  5,    邢台东,     09:37,     09:39,      02分,       117,         0,   185.5/-,           -/-/-,            -/-
  6,    邯郸东,     09:55,     09:57,      02分,       135,         0,     209/-,           -/-/-,            -/-
  7,    鹤壁东,     10:24,     10:26,      02分,       164,         0,     255/-,           -/-/-,            -/-
  8,    郑州东,     10:58,     11:06,      08分,       198,         0,     309/-,           -/-/-,            -/-
  9,  驻马店西,     11:52,     11:54,      02分,       252,         0,   399.5/-,           -/-/-,            -/-
 10,    孝感北,     12:32,     12:34,      02分,       292,         0,   473.5/-,           -/-/-,            -/-
 11,      武汉,     13:05,     13:08,      03分,       325,         0,   520.5/-,           -/-/-,            -/-
 12,    长沙南,     14:27,     14:30,      03分,       407,         0,     649/-,           -/-/-,            -/-
 13,    衡阳东,     15:07,     15:09,      02分,       447,         0,   705.5/-,           -/-/-,            -/-
 14,    耒阳西,     15:26,     15:28,      02分,       466,         0,   723.5/-,           -/-/-,            -/-
 15,      韶关,     16:15,     16:17,      02分,       515,         0,   800.5/-,           -/-/-,            -/-
 16,    广州南,     17:14,     17:17,      03分,       574,         0,     862/-,           -/-/-,            -/-
 17,      虎门,     17:34,     17:36,      02分,       594,         0,   896.5/-,           -/-/-,            -/-
 18,    深圳北,     17:53,     17:53,      00分,       613,         0,   936.5/-,           -/-/-,            -/-
