   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    南昌西,         -,     08:04,         -,         -,         -,         -,               -,              -
  2,    进贤南,     08:22,     08:28,      06分,        18,         0,    26.5/-,           -/-/-,            -/-
  3,    抚州东,     08:40,     08:42,      02分,        36,         0,    44.5/-,           -/-/-,            -/-
  4,    鹰潭北,     08:56,     08:58,      02分,        52,         0,    64.5/-,           -/-/-,            -/-
  5,      弋阳,     09:12,     09:14,      02分,        68,         0,      83/-,           -/-/-,            -/-
  6,      上饶,     09:31,     09:39,      08分,        87,         0,   110.5/-,           -/-/-,            -/-
  7,      江山,     10:01,     10:03,      02分,       117,         0,   143.5/-,           -/-/-,            -/-
  8,      金华,     10:30,     10:32,      02分,       146,         0,   193.5/-,           -/-/-,            -/-
  9,      义乌,     10:48,     10:50,      02分,       164,         0,     217/-,           -/-/-,            -/-
 10,    杭州东,     11:23,     11:25,      02分,       199,         0,   263.5/-,           -/-/-,            -/-
 11,    嘉兴南,     11:48,     11:51,      03分,       224,         0,     298/-,           -/-/-,            -/-
 12,  上海虹桥,     12:18,     12:18,      00分,       254,         0,   336.5/-,           -/-/-,            -/-
