   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    北京南,         -,     15:20,         -,         -,         -,         -,               -,              -
  2,    天津西,     15:55,     16:01,      06分,        35,         0,    54.5/-,           -/-/-,            -/-
  3,      天津,     16:09,     16:12,      03分,        49,         0,    54.5/-,           -/-/-,            -/-
  4,      唐山,     16:44,     16:46,      02分,        84,         0,   110.5/-,           -/-/-,            -/-
  5,      滦河,     17:04,     17:07,      03分,       104,         0,   138.5/-,           -/-/-,            -/-
  6,    秦皇岛,     17:31,     17:37,      06分,       131,         0,     178/-,           -/-/-,            -/-
  7,    绥中北,     18:13,     18:14,      01分,       173,         0,     201/-,           -/-/-,            -/-
  8,    锦州南,     18:48,     18:49,      01分,       208,         0,     231/-,           -/-/-,            -/-
  9,    沈阳北,     20:10,     20:13,      03分,       290,         0,     296/-,           -/-/-,            -/-
 10,    铁岭西,     20:31,     20:33,      02分,       311,         0,     321/-,           -/-/-,            -/-
 11,    四平东,     21:05,     21:07,      02分,       345,         0,   378.5/-,           -/-/-,            -/-
 12,      长春,     21:41,     21:41,      00分,       381,         0,   438.5/-,           -/-/-,            -/-
