   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    长沙南,         -,     14:04,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    醴陵东,     14:28,     14:30,       2分,        24,        76,     35/59,           -/-/-,           -/-
  3,    萍乡北,     14:40,     14:42,       2分,        36,       105,     48/81,           -/-/-,           -/-
  4,    新余北,     15:10,     15:13,       3分,        66,       215,98.5/166.5,           -/-/-,           -/-
  5,    南昌西,     15:45,     15:51,       6分,       101,       342, 157/264.5,           -/-/-,           -/-
  6,    进贤南,     16:09,     16:11,       2分,       125,       400,183.5/309.5,           -/-/-,           -/-
  7,    抚州东,     16:24,     16:31,       7分,       140,       439,201.5/339.5,           -/-/-,           -/-
  8,      弋阳,     16:54,     16:56,       2分,       170,       523, 239/402.5,           -/-/-,           -/-
  9,      上饶,     17:13,     17:15,       2分,       189,       583, 264/444.5,           -/-/-,           -/-
 10,      衢州,     17:43,     17:49,       6分,       219,       685, 306/515.5,           -/-/-,           -/-
 11,      金华,     18:10,     18:12,       2分,       246,       763, 338/569.5,           -/-/-,           -/-
 12,      义乌,     18:28,     18:32,       4分,       264,       815, 359.5/606,           -/-/-,           -/-
 13,    杭州东,     19:07,     19:24,      17分,       303,       924, 405/681.5,           -/-/-,           -/-
 14,    绍兴北,     19:42,     19:44,       2分,       338,       967,422.5/711.5,           -/-/-,           -/-
 15,    上虞北,     19:55,     19:57,       2分,       351,       998, 435.5/733,           -/-/-,           -/-
 16,    余姚北,     20:09,     20:11,       2分,       365,      1030,   447/753,           -/-/-,           -/-
 17,      宁波,     20:30,         -,          ,       386,      1079, 465/783.5,           -/-/-,           -/-
